ReportingYear,Sector,License#,TYPEFACILITY,FACILITY_SUBTYPE,Facility Type Group,FacilityLicenseIssueYear,FacilityName,FacilityRegion
2011,Private,PF1673,Pharmacy,Outpatient Pharmacy,Pharmacy,2011,MEDICINE SHOPPE MADEENA ZAYED PHARMACY LLC,Abu Dhabi
2011,Private,PF1672,Pharmacy,Outpatient Pharmacy,Pharmacy,2011,MEDICINE SHOPPE MUSHRIF MALL PHARMACY L L C,Abu Dhabi
2011,Private,PF1669,Pharmacy,Outpatient Pharmacy,Pharmacy,2011,SUMER PHARMACY LLC,Abu Dhabi
2011,Private,PF1667,Pharmacy,Outpatient Pharmacy,Pharmacy,2011,ZIRKU PHARMACY,Abu Dhabi
2011,Private,PF1664,Pharmacy,Outpatient Pharmacy,Pharmacy,2011,ARAFAT PHARMACY WLL - BRANCH,Abu Dhabi
2011,Private,PF1660,Pharmacy,Outpatient Pharmacy,Pharmacy,2010,MARINA PHARMACY ALCORNICHE LLC,Abu Dhabi
2011,Public,PF1658,Pharmacy,Outpatient Pharmacy,Pharmacy,2011,BEHAVIORAL SCIENCE PAVILION OUTPATIENT PHARMACY,Abu Dhabi
2011,Private,PF1656,Pharmacy,Outpatient Pharmacy,Pharmacy,2010,MEDICINE SHOPPE MAZYAD MALL PHARMACY - LLC,Abu Dhabi
2011,Private,PF1649,Pharmacy,Outpatient Pharmacy,Pharmacy,2010,MEDI PRIME PHARMACY,Abu Dhabi
2011,Private,PF1648,Pharmacy,Outpatient Pharmacy,Pharmacy,2011,WELCOME PHARMACY,Abu Dhabi
2011,Private,PF1647,Pharmacy,Inpatient Pharmacy,Pharmacy,2010,LIFE LINE HOSPITAL PHARMACY-LLC,Abu Dhabi
2011,Private,PF1646,Pharmacy,Outpatient Pharmacy,Pharmacy,2010,AL SHAFAR PHARMACY LLC,Abu Dhabi
2011,Private,PF1645,Pharmacy,Outpatient Pharmacy,Pharmacy,2011,MUSAFFAH AL AHLI PHARMACY,Abu Dhabi
2011,Private,PF1642,Pharmacy,Outpatient Pharmacy,Pharmacy,2010,BROTHERS PHARMACY,Abu Dhabi
2011,Private,PF1641,Pharmacy,Outpatient Pharmacy,Pharmacy,2010,AL QADI ADVANCED PHARMACY-LLC,Abu Dhabi
2011,Private,PF1637,Pharmacy,Outpatient Pharmacy,Pharmacy,2010,ALMADAIN INTERNATIONAL PHARMACY,Abu Dhabi
2011,Private,PF1633,Pharmacy,Outpatient Pharmacy,Pharmacy,2010,MEDICINE PLUS PHARMACY L.L.C,Abu Dhabi
2011,Private,PF1629,Pharmacy,Outpatient Pharmacy,Pharmacy,2010,URBAN FLOWER PHARMACY,Abu Dhabi
2011,Private,PF1627,Pharmacy,Outpatient Pharmacy,Pharmacy,2010,AMERICAN CENTER PHARMACY,Abu Dhabi
2011,Private,PF1624,Pharmacy,Outpatient Pharmacy,Pharmacy,2010,SMART PHARMACY,Abu Dhabi
2011,Private,PF1620,Pharmacy,Outpatient Pharmacy,Pharmacy,2009,AL DAR PHARMACY- YAS MANAGED BY LIFELINE HOSPITAL LLC,Abu Dhabi
2011,Private,PF1619,Pharmacy,Outpatient Pharmacy,Pharmacy,2009,AL WAHDA PHARMACY - LLC - BRANCH,Abu Dhabi
2011,Private,PF1600,Pharmacy,Outpatient Pharmacy,Pharmacy,2009,REEM ISLAND PHARMACY,Abu Dhabi
2011,Private,PF1599,Pharmacy,Inpatient Pharmacy,Pharmacy,2010,NATIONAL HOSPITAL  PHARMACY,Abu Dhabi
2011,Private,PF1597,Pharmacy,Inpatient Pharmacy,Pharmacy,2009,AL SALAMA HOSPITAL PHARMACY INPATIENT,Abu Dhabi
2011,Private,PF1595,Pharmacy,Outpatient Pharmacy,Pharmacy,2010,PALM COMMUNITY PHARMACY,Abu Dhabi
2011,Private,PF1593,Pharmacy,Inpatient Pharmacy,Pharmacy,2009,AL RAHA HOSPITAL PHARMACY LLC,Abu Dhabi
2011,Private,PF1585,Pharmacy,Outpatient Pharmacy,Pharmacy,2009,BOOTS AIRPORT PHARMACY,Abu Dhabi
2011,Public,PF1584,Pharmacy,Inpatient Pharmacy,Pharmacy,2009,BEHAVIORAL SCIENCES PAVILION  PHARMACY,Abu Dhabi
2011,Private,PF1580,Pharmacy,Outpatient Pharmacy,Pharmacy,2009,BOOTS AL MUROUR PHARMACY,Abu Dhabi
2011,Private,PF1579,Pharmacy,Outpatient Pharmacy,Pharmacy,2011,BIN  SINA DELMA MALL PHARMACY,Abu Dhabi
2011,Private,PF1578,Pharmacy,Outpatient Pharmacy,Pharmacy,2011,BIN  SINA DELMA MALL NEW PHARMACY,Abu Dhabi
2011,Public,PF1577,Pharmacy,Outpatient Pharmacy,Pharmacy,2009,SHEIKH KHALIFA MEDICAL CITY PHARMACY-DIABETIC CLINIC,Abu Dhabi
2011,Private,PF1576,Pharmacy,Outpatient Pharmacy,Pharmacy,2009,NEW AL DAMAN  PHARMACY L L C,Abu Dhabi
2011,Private,PF1574,Pharmacy,Outpatient Pharmacy,Pharmacy,2009,MODERN DAR AL SHIFA PHARMACY - LLC -  MUSSAFAH BRANCH,Abu Dhabi
2011,Public,PF1558,Pharmacy,Inpatient Pharmacy,Pharmacy,2009,CORNICHE HOSPITAL PHARMACY,Abu Dhabi
2011,Public,PF1556,Pharmacy,Outpatient Pharmacy,Pharmacy,2008,AIRPORT CLINIC PHARMACY,Abu Dhabi
2011,Public,PF1554,Pharmacy,Outpatient Pharmacy,Pharmacy,2008,SAMHA HEALTH CENTER PHARMACY,Abu Dhabi
2011,Public,PF1553,Pharmacy,Outpatient Pharmacy,Pharmacy,2008,AL KHATIM HEALTH CENTER PHARMACY,Abu Dhabi
2011,Public,PF1552,Pharmacy,Outpatient Pharmacy,Pharmacy,2008,SHAHAMA HEALTH CENTER PHARMACY,Abu Dhabi
2011,Public,PF1551,Pharmacy,Outpatient Pharmacy,Pharmacy,2008,KHALIFA A HEALTH CENTER PHARMACY,Abu Dhabi
2011,Public,PF1550,Pharmacy,Outpatient Pharmacy,Pharmacy,2008,Al Maqtaa Healthcare Center Pharmacy,Abu Dhabi
2011,Public,PF1546,Pharmacy,Inpatient Pharmacy,Pharmacy,2008,AL RAHBA HOSPITAL PHARMACY - INPATIENT PHARMACY,Abu Dhabi
2011,Public,PF1545,Pharmacy,Outpatient Pharmacy,Pharmacy,2008,AL RAHBA HOSPITAL PHARMACY - OUTPATIENT PHARMACY,Abu Dhabi
2011,Private,PF1544,Pharmacy,Inpatient Pharmacy,Pharmacy,2011,AL NOOR HOSPITAL PHARMACY,Abu Dhabi
2011,Public,PF1536,Pharmacy,Outpatient Pharmacy,Pharmacy,2008,AL BATEEN FAMILY MEDICINE CLINIC PHARMACY,Abu Dhabi
2011,Public,PF1535,Pharmacy,24 Hr Pharmacy,Pharmacy,2008,SHEIKH KHALIFA MEDICAL CITY URGENT CARE CENTER PHARMACY,Abu Dhabi
2011,Public,PF1534,Pharmacy,Outpatient Pharmacy,Pharmacy,2008,SHEIKH KHALIFA MEDICAL CITY PHARMACY - OUTPATIENT,Abu Dhabi
2011,Public,PF1533,Pharmacy,24 Hr Pharmacy,Pharmacy,2008,SHEIKH KHALIFA MEDICAL CITY ER PHARMACY,Abu Dhabi
2011,Public,PF1532,Pharmacy,Inpatient Pharmacy,Pharmacy,2008,SHEIKH KHALIFA MEDICAL CITY PHARMACY - INPATIENT,Abu Dhabi
2011,Public,PF1531,Pharmacy,Outpatient Pharmacy,Pharmacy,2008,AL ETTIHAD URGENT CARE CENTER PHARMACY,Abu Dhabi
2011,Public,PF1530,Pharmacy,Outpatient Pharmacy,Pharmacy,2008,AL ROWDA FAMILY MEDICINE CLINIC PHARMACY,Abu Dhabi
2011,Public,PF1529,Pharmacy,Outpatient Pharmacy,Pharmacy,2008,AL MUSHRIF FAMILY MEDICINE CLINIC PHARMACY,Abu Dhabi
2011,Public,PF1528,Pharmacy,Outpatient Pharmacy,Pharmacy,2008,AL MADINA URGENT CARE CENTER PHARMACY,Abu Dhabi
2011,Public,PF1527,Pharmacy,Outpatient Pharmacy,Pharmacy,2008,AL ZAFARANAH FAMILY MEDICINE CLINIC PHARMACY,Abu Dhabi
2011,Public,PF1526,Pharmacy,Outpatient Pharmacy,Pharmacy,2008,AL KHALEEJ FAMILY MEDICINE CLINIC PHARMACY,Abu Dhabi
2011,Public,PF1525,Pharmacy,Outpatient Pharmacy,Pharmacy,2008,AL MANHAL FAMILY MEDICINE CLINIC PHARMACY,Abu Dhabi
2011,Public,PF1523,Pharmacy,Inpatient Pharmacy,Pharmacy,2008,MAFRAQ HOSPITAL ONCOLOGY PHARMACY,Abu Dhabi
2011,Public,PF1522,Pharmacy,Inpatient Pharmacy,Pharmacy,2008,MAFRAQ HOSPITAL PHARMACY - IN-PATIENT,Abu Dhabi
2011,Public,PF1521,Pharmacy,Outpatient Pharmacy,Pharmacy,2008,BANIYAS HEALTH CENTER  PHARMACY,Abu Dhabi
2011,Public,PF1520,Pharmacy,Outpatient Pharmacy,Pharmacy,2008,AL NAHDA HEALTH CENTER PHARMACY,Abu Dhabi
2011,Public,PF1519,Pharmacy,Outpatient Pharmacy,Pharmacy,2008,MAFRAQ HOSPITAL PHARMACY - OUT-PATIENT,Abu Dhabi
2011,Private,PF1516,Pharmacy,Outpatient Pharmacy,Pharmacy,2009,ABU SHARIA PHARMACY L.L.C,Abu Dhabi
2011,Private,PF1515,Pharmacy,Outpatient Pharmacy,Pharmacy,2008,AL BUSTAN PHARMACY,Abu Dhabi
2011,Public,PF1510,Pharmacy,Outpatient Pharmacy,Pharmacy,2008,MEDICAL SERVICES ADMINISTRATION OF ABU DHABI POLICE GHQ  PHARMACY,Abu Dhabi
2011,Private,PF1508,Pharmacy,Outpatient Pharmacy,Pharmacy,2009,NADIA PHARMACY - LLC,Abu Dhabi
2011,Private,PF1506,Pharmacy,24 Hr Pharmacy,Pharmacy,2008,LIFELINE PHARMACY AL MUSAFFAH,Abu Dhabi
2011,Private,PF1503,Pharmacy,Inpatient Pharmacy,Pharmacy,2009,COSMESURGE & EMARITES HOSPITAL FOR ONE DAY SURGERY PHARMACY LLC,Abu Dhabi
2011,Private,PF1500,Pharmacy,Inpatient Pharmacy,Pharmacy,2009,NMC SPECIALTY HOSPITAL PHARMACY L.L.C (2),Abu Dhabi
2011,Private,PF1496,Pharmacy,Outpatient Pharmacy,Pharmacy,2008,MEDICINE SHOPPE AL WEHDA MALL PHARMACY L.L.C,Abu Dhabi
2011,Private,PF1495,Pharmacy,Inpatient Pharmacy,Pharmacy,2008,N M C SPECIALTY HOSPITAL PHARMACY - L.L.C. – 1,Abu Dhabi
2011,Private,PF1492,Pharmacy,Outpatient Pharmacy,Pharmacy,2008,BABIL PHARMACY,Abu Dhabi
2011,Private,PF1490,Pharmacy,Inpatient Pharmacy,Pharmacy,2011,ALNOOR MEDICAL COMPANY  - AL NOOR HOSPITAL - LLC BRANCH PHARMACY,Abu Dhabi
2011,Private,PF1489,Pharmacy,Outpatient Pharmacy,Pharmacy,2008,ALNOOR PHARMACY- L.L.C/ BRANCH,Abu Dhabi
2011,Private,PF1488,Pharmacy,Outpatient Pharmacy,Pharmacy,2008,BIN SINA AL MUROOR PHARMACY,Abu Dhabi
2011,Private,PF1487,Pharmacy,Outpatient Pharmacy,Pharmacy,2008,THE AMERICAN SURGECENTER PHARMACY,Abu Dhabi
2011,Private,PF1484,Pharmacy,Outpatient Pharmacy,Pharmacy,2008,LULU KHALIDIYAH PHARMACY -L.L.C.,Abu Dhabi
2011,Private,PF1483,Pharmacy,Outpatient Pharmacy,Pharmacy,2007,BOOTS PHARMACY BLUE TOWER,Abu Dhabi
2011,Private,PF1481,Pharmacy,Outpatient Pharmacy,Pharmacy,2008,PRINCE PHARMACY - BRANCH,Abu Dhabi
2011,Private,PF1480,Pharmacy,Outpatient Pharmacy,Pharmacy,2007,AL AHLI HOSPITAL COMPANY- WLL PHARMACY,Abu Dhabi
2011,Private,PF1478,Pharmacy,Outpatient Pharmacy,Pharmacy,2007,BOOTS ALWAHDA PHARMAY,Abu Dhabi
2011,Private,PF1473,Pharmacy,Outpatient Pharmacy,Pharmacy,2007,BEAUTY PHARMACY L L C,Abu Dhabi
2011,Private,PF1467,Pharmacy,Outpatient Pharmacy,Pharmacy,2007,LULU RAHA PHARMACY - LLC,Abu Dhabi
2011,Private,PF1465,Pharmacy,Outpatient Pharmacy,Pharmacy,2007,AL NOOR PHARMACY - ALMUSAFFAH 2,Abu Dhabi
2011,Private,PF1462,Pharmacy,Outpatient Pharmacy,Pharmacy,2007,IBN RUSHD PHARMACY LLC,Abu Dhabi
2011,Private,PF1460,Pharmacy,Outpatient Pharmacy,Pharmacy,2007,BANGASH PHARMACY - LLC,Abu Dhabi
2011,Private,PF1452,Pharmacy,Outpatient Pharmacy,Pharmacy,2007,ULTRA CARE PHARMACY,Abu Dhabi
2011,Private,PF1450,Pharmacy,Outpatient Pharmacy,Pharmacy,2007,MODREN URBAN PHARMACY,Abu Dhabi
2011,Private,PF1446,Pharmacy,24 Hr Pharmacy,Pharmacy,2007,N M C PHARMACY,Abu Dhabi
2011,Private,PF1444,Pharmacy,Outpatient Pharmacy,Pharmacy,2007,PHILADELPHIA PHARMACY,Abu Dhabi
2011,Public,PF1443,Pharmacy,Outpatient Pharmacy,Pharmacy,2007,MAIN ADNOC PHARMCY,Abu Dhabi
2011,Public,PF1442,Pharmacy,Outpatient Pharmacy,Pharmacy,2007,SAS AL-NAKHAL  PHARMCY,Abu Dhabi
2011,Public,PF1441,Pharmacy,Outpatient Pharmacy,Pharmacy,2007,ADNOC REMOTE AREA MEDICAL SERVICES PHARMCY,Abu Dhabi
2011,Private,PF1440,Pharmacy,Outpatient Pharmacy,Pharmacy,2007,AL AMAL PHARMACY BRANCH,Abu Dhabi
2011,Private,PF1437,Pharmacy,Outpatient Pharmacy,Pharmacy,2007,DREAM PHARMACY L L C,Abu Dhabi
2011,Private,PF1436,Pharmacy,Outpatient Pharmacy,Pharmacy,2007,FARMACIA HOME HEALTH CARE,Abu Dhabi
2011,Private,PF1432,Pharmacy,24 Hr Pharmacy,Pharmacy,2007,LIFELINE HOSPITAL PHARMACY,Abu Dhabi
2011,Private,PF1431,Pharmacy,Outpatient Pharmacy,Pharmacy,2006,KNIGHTS PHARMACY - LLC - KHALIFA BRANCH.,Abu Dhabi
2011,Private,PF1426,Pharmacy,Outpatient Pharmacy,Pharmacy,2006,AL ISTIQLAL PHARMACY,Abu Dhabi
2011,Private,PF1417,Pharmacy,Outpatient Pharmacy,Pharmacy,2006,AL DAMAN PHARMACY L.L.C,Abu Dhabi
2011,Private,PF1415,Pharmacy,Outpatient Pharmacy,Pharmacy,2006,RUKN AL SHIFA PHARMACY,Abu Dhabi
2011,Private,PF1411,Pharmacy,Outpatient Pharmacy,Pharmacy,2006,NEW DAR NOURI PHARMACY,Abu Dhabi
2011,Private,PF1408,Pharmacy,Outpatient Pharmacy,Pharmacy,2006,NEW LAND MARK PHARMACY,Abu Dhabi
2011,Private,PF1407,Pharmacy,Outpatient Pharmacy,Pharmacy,2006,THE SPECIALIST DIABETES TREATMENT & RESEARCH CENTRE - IMPERIAL COLLEGE LONDON DIABETES CENRTE  L.L.C,Abu Dhabi
2011,Private,PF1405,Pharmacy,Outpatient Pharmacy,Pharmacy,2006,KHYBER PHARMACY LLC,Abu Dhabi
2011,Private,PF1404,Pharmacy,Outpatient Pharmacy,Pharmacy,2006,AL MANARA PHARMACY MARINA MALL,Abu Dhabi
2011,Private,PF1402,Pharmacy,Outpatient Pharmacy,Pharmacy,2005,LAHORE PHARMACY L.L.C,Abu Dhabi
2011,Private,PF1396,Pharmacy,Outpatient Pharmacy,Pharmacy,2006,NEW UNION PHARMACY,Abu Dhabi
2011,Private,PF1388,Pharmacy,Outpatient Pharmacy,Pharmacy,2005,AL REEF INTERNATIONAL HOSPITAL PHARMACY     L L C,Abu Dhabi
2011,Private,PF1387,Pharmacy,Outpatient Pharmacy,Pharmacy,2005,STANDARD PHARMACY,Abu Dhabi
2011,Private,PF1372,Pharmacy,Outpatient Pharmacy,Pharmacy,2005,TALAT PHARMACY AL MUSAFFAH,Abu Dhabi
2011,Private,PF1371,Pharmacy,Outpatient Pharmacy,Pharmacy,2005,TOP CARE PHARMACY,Abu Dhabi
2011,Private,PF1370,Pharmacy,Outpatient Pharmacy,Pharmacy,2005,NEW AMAREETA PHARMACY,Abu Dhabi
2011,Private,PF1368,Pharmacy,Outpatient Pharmacy,Pharmacy,2005,COSMESURGE AND EMIRATES HOSPITAL PHARMACY,Abu Dhabi
2011,Private,PF1367,Pharmacy,Outpatient Pharmacy,Pharmacy,2004,ADCO MEDICAL CENTRE PHARMACY,Abu Dhabi
2011,Private,PF1366,Pharmacy,24 Hr Pharmacy,Pharmacy,2004,BIN SINA DUTY FREE PHARMACY,Abu Dhabi
2011,Private,PF1363,Pharmacy,Outpatient Pharmacy,Pharmacy,2004,NEW BIN SINA PHARMACY L L C,Abu Dhabi
2011,Private,PF1362,Pharmacy,Outpatient Pharmacy,Pharmacy,2004,NEW SAD MAARAB PHARMACY,Abu Dhabi
2011,Private,PF1360,Pharmacy,Outpatient Pharmacy,Pharmacy,2004,NEW AL MADAIN PHARMACY,Abu Dhabi
2011,Private,PF1356,Pharmacy,Outpatient Pharmacy,Pharmacy,2004,HORIZONS PHARMACY,Abu Dhabi
2011,Private,PF1354,Pharmacy,Outpatient Pharmacy,Pharmacy,2004,AL SHAWAMIKH PHARMACY,Abu Dhabi
2011,Private,PF1352,Pharmacy,Outpatient Pharmacy,Pharmacy,2003,MIDDLE EAST PHARMACY L.L.C,Abu Dhabi
2011,Private,PF1348,Pharmacy,Outpatient Pharmacy,Pharmacy,2003,HANAN MISR PHARMACY,Abu Dhabi
2011,Private,PF1347,Pharmacy,Outpatient Pharmacy,Pharmacy,2003,Al Zia Pharmacy - L.L.C,Abu Dhabi
2011,Private,PF1345,Pharmacy,Outpatient Pharmacy,Pharmacy,2003,N M C PHARMACY-BRANCH,Abu Dhabi
2011,Private,PF1344,Pharmacy,Outpatient Pharmacy,Pharmacy,2003,URBAN PHARMACY,Abu Dhabi
2011,Private,PF1338,Pharmacy,Outpatient Pharmacy,Pharmacy,2003,ISLAMABAD PHARMACY  L.L.C,Abu Dhabi
2011,Private,PF1336,Pharmacy,Outpatient Pharmacy,Pharmacy,2003,YARA PHARMACY,Abu Dhabi
2011,Private,PF1335,Pharmacy,Outpatient Pharmacy,Pharmacy,2003,AL SAFA PHARMACY,Abu Dhabi
2011,Private,PF1333,Pharmacy,Outpatient Pharmacy,Pharmacy,2003,DAWN CENTRAL PHARMACY,Abu Dhabi
2011,Private,PF1331,Pharmacy,Outpatient Pharmacy,Pharmacy,2005,AL THURAYYA PHARMACY,Abu Dhabi
2011,Private,PF1328,Pharmacy,Outpatient Pharmacy,Pharmacy,2003,AL MARINA PHARMACY-L.L.C.,Abu Dhabi
2011,Private,PF1327,Pharmacy,Outpatient Pharmacy,Pharmacy,2003,PRINCE PHARMACY,Abu Dhabi
2011,Private,PF1324,Pharmacy,Outpatient Pharmacy,Pharmacy,2002,DALIA PHARMACY,Abu Dhabi
2011,Private,PF1321,Pharmacy,Outpatient Pharmacy,Pharmacy,2002,TABARAK NEW PHARMACY,Abu Dhabi
2011,Private,PF1317,Pharmacy,Outpatient Pharmacy,Pharmacy,2002,MANSOUR PHARMACY,Abu Dhabi
2011,Private,PF1311,Pharmacy,Outpatient Pharmacy,Pharmacy,1999,BAGHDAD PHARMACY L.L.C,Abu Dhabi
2011,Private,PF1310,Pharmacy,24 Hr Pharmacy,Pharmacy,1999,AL NOOR NEW PHARMACY,Abu Dhabi
2011,Private,PF1309,Pharmacy,Outpatient Pharmacy,Pharmacy,1999,TOWER PHARMACY LLC,Abu Dhabi
2011,Private,PF1308,Pharmacy,Outpatient Pharmacy,Pharmacy,1999,EL YAZIYA PHARMACY,Abu Dhabi
2011,Private,PF1307,Pharmacy,Outpatient Pharmacy,Pharmacy,2001,AL KHATM PHARMACY,Abu Dhabi
2011,Private,PF1306,Pharmacy,24 Hr Pharmacy,Pharmacy,2000,NEW NATIONAL MEDICAL CENTRE PHARMACY,Abu Dhabi
2011,Private,PF1304,Pharmacy,Outpatient Pharmacy,Pharmacy,2004,MODERN DAR AL SHIFA PHARMACY L L C,Abu Dhabi
2011,Private,PF1301,Pharmacy,Outpatient Pharmacy,Pharmacy,1999,AL GHADEER PHARMACY - LLC,Abu Dhabi
2011,Private,PF1300,Pharmacy,Outpatient Pharmacy,Pharmacy,1999,NEW AL AHRAM PHARMACY,Abu Dhabi
2011,Private,PF1299,Pharmacy,Outpatient Pharmacy,Pharmacy,1999,AL MAZROEI PHARMACY,Abu Dhabi
2011,Private,PF1298,Pharmacy,Outpatient Pharmacy,Pharmacy,1998,AL KHALDIYA PHARMACY,Abu Dhabi
2011,Private,PF1297,Pharmacy,Outpatient Pharmacy,Pharmacy,1998,LANDMARK PLAZA PHARMACY,Abu Dhabi
2011,Private,PF1296,Pharmacy,Outpatient Pharmacy,Pharmacy,2002,THE NEW TOWER PHARMACY,Abu Dhabi
2011,Private,PF1294,Pharmacy,24 Hr Pharmacy,Pharmacy,2004,IBN SINA DANA PLAZA PHARMACY,Abu Dhabi
2011,Private,PF1292,Pharmacy,Outpatient Pharmacy,Pharmacy,2004,AL NAHDA PHARMACY,Abu Dhabi
2011,Private,PF1286,Pharmacy,Outpatient Pharmacy,Pharmacy,1998,AL KARAMA PHARMACY,Abu Dhabi
2011,Private,PF1285,Pharmacy,Outpatient Pharmacy,Pharmacy,1999,AL AHLIA CENTRAL PHARMACY,Abu Dhabi
2011,Private,PF1284,Pharmacy,Outpatient Pharmacy,Pharmacy,1998,AL MANARA NEW  PHARMACY,Abu Dhabi
2011,Private,PF1281,Pharmacy,Outpatient Pharmacy,Pharmacy,1997,AL NUAIMI PHARMACY,Abu Dhabi
2011,Private,PF1275,Pharmacy,Outpatient Pharmacy,Pharmacy,1997,ROYAL PHARMACY,Abu Dhabi
2011,Private,PF1274,Pharmacy,Outpatient Pharmacy,Pharmacy,2000,AL HAKEEM LAND PHARMACY,Abu Dhabi
2011,Private,PF1272,Pharmacy,Outpatient Pharmacy,Pharmacy,1997,DIJANI PHARMACY,Abu Dhabi
2011,Private,PF1271,Pharmacy,Outpatient Pharmacy,Pharmacy,1997,AL AHALY PHARMACY,Abu Dhabi
2011,Private,PF1269,Pharmacy,Outpatient Pharmacy,Pharmacy,1997,GULF DIAGNOSTIC CENTRE HOSPITAL PHARMACY -W L L,Abu Dhabi
2011,Private,PF1268,Pharmacy,Outpatient Pharmacy,Pharmacy,1997,AL AHOOD PHARMACY,Abu Dhabi
2011,Private,PF1267,Pharmacy,Outpatient Pharmacy,Pharmacy,2006,ARAB ISLAND PHARMACY,Abu Dhabi
2011,Private,PF1259,Pharmacy,24 Hr Pharmacy,Pharmacy,1996,AL SALAMA HOSPITAL PHARMACY,Abu Dhabi
2011,Private,PF1258,Pharmacy,Outpatient Pharmacy,Pharmacy,1996,AL TAIF PHARMACY,Abu Dhabi
2011,Private,PF1256,Pharmacy,Outpatient Pharmacy,Pharmacy,1996,SANDS PHARMACY,Abu Dhabi
2011,Private,PF1252,Pharmacy,Outpatient Pharmacy,Pharmacy,1996,ALRAHA PHARMACY,Abu Dhabi
2011,Private,PF1250,Pharmacy,Outpatient Pharmacy,Pharmacy,1998,KHALID BIN AL WALEED PHARMACY,Abu Dhabi
2011,Private,PF1246,Pharmacy,Outpatient Pharmacy,Pharmacy,1998,AL RAHMA PHARMACY,Abu Dhabi
2011,Private,PF1243,Pharmacy,Outpatient Pharmacy,Pharmacy,1999,NEW MEDICAL CENTRE PHARMACY,Abu Dhabi
2011,Private,PF1241,Pharmacy,Outpatient Pharmacy,Pharmacy,2001,AL AMIR PHARMACY,Abu Dhabi
2011,Private,PF1237,Pharmacy,Outpatient Pharmacy,Pharmacy,2003,NEW AL SHAM PHARMCY LLC,Abu Dhabi
2011,Private,PF1232,Pharmacy,Outpatient Pharmacy,Pharmacy,1996,BAINUNAH PHARMACY,Abu Dhabi
2011,Private,PF1230,Pharmacy,Outpatient Pharmacy,Pharmacy,1999,CAPITAL AL AHLIA PHARMACY,Abu Dhabi
2011,Private,PF1228,Pharmacy,Outpatient Pharmacy,Pharmacy,1994,AL ANOOD PHARMACY,Abu Dhabi
2011,Private,PF1221,Pharmacy,Outpatient Pharmacy,Pharmacy,2002,AL BARZA PHARMACY,Abu Dhabi
2011,Private,PF1218,Pharmacy,Outpatient Pharmacy,Pharmacy,1993,UNIVERSAL PHARMACY LLC,Abu Dhabi
2011,Private,PF1215,Pharmacy,Outpatient Pharmacy,Pharmacy,1994,URBAN SHAHMA PHARMACY,Abu Dhabi
2011,Private,PF1214,Pharmacy,Outpatient Pharmacy,Pharmacy,1993,AL MUSAFFAH PHARMACY,Abu Dhabi
2011,Private,PF1209,Pharmacy,Outpatient Pharmacy,Pharmacy,1993,SARA PHARMACY,Abu Dhabi
2011,Private,PF1208,Pharmacy,Outpatient Pharmacy,Pharmacy,1993,HANAN AL EMARAT PHARMACY,Abu Dhabi
2011,Private,PF1207,Pharmacy,Outpatient Pharmacy,Pharmacy,2001,AL NOOR AL MUSAFFAH PHARMACY,Abu Dhabi
2011,Private,PF1206,Pharmacy,Outpatient Pharmacy,Pharmacy,2004,AL NAJAH PHARMACY,Abu Dhabi
2011,Private,PF1205,Pharmacy,Outpatient Pharmacy,Pharmacy,1992,FAMILY PHARMACY,Abu Dhabi
2011,Private,PF1204,Pharmacy,Outpatient Pharmacy,Pharmacy,1993,AL SHAM PHARMACY L L C,Abu Dhabi
2011,Private,PF1203,Pharmacy,Outpatient Pharmacy,Pharmacy,1993,NEW AL HANAN PHARMACY,Abu Dhabi
2011,Private,PF1199,Pharmacy,Outpatient Pharmacy,Pharmacy,2001,JOUDY PHARMACY,Abu Dhabi
2011,Private,PF1196,Pharmacy,Outpatient Pharmacy,Pharmacy,2003,LARA PHARMACY,Abu Dhabi
2011,Private,PF1195,Pharmacy,Outpatient Pharmacy,Pharmacy,2001,EMIRATES FRENCH HOSPITAL LLC PHARMACY,Abu Dhabi
2011,Private,PF1193,Pharmacy,24 Hr Pharmacy,Pharmacy,1992,TABARAK PHARMACY L L C,Abu Dhabi
2011,Private,PF1192,Pharmacy,Outpatient Pharmacy,Pharmacy,2002,KNIGHTS PHARMACY,Abu Dhabi
2011,Private,PF1190,Pharmacy,Outpatient Pharmacy,Pharmacy,1990,DAWN PHARMACY COMPANY,Abu Dhabi
2011,Private,PF1189,Pharmacy,Outpatient Pharmacy,Pharmacy,2002,AL NADA PHARMACY,Abu Dhabi
2011,Private,PF1188,Pharmacy,Outpatient Pharmacy,Pharmacy,1990,ALIYA PHARMACY,Abu Dhabi
2011,Private,PF1187,Pharmacy,Outpatient Pharmacy,Pharmacy,1992,AMAL PHARMACY,Abu Dhabi
2011,Private,PF1185,Pharmacy,Outpatient Pharmacy,Pharmacy,1992,AL IMAN PHARMACY,Abu Dhabi
2011,Private,PF1184,Pharmacy,Outpatient Pharmacy,Pharmacy,2001,CARE PHARMACY,Abu Dhabi
2011,Private,PF1183,Pharmacy,Outpatient Pharmacy,Pharmacy,1989,MARIAM PHARMACY,Abu Dhabi
2011,Private,PF1181,Pharmacy,Outpatient Pharmacy,Pharmacy,1989,AL HANAN PHARMACY W L L,Abu Dhabi
2011,Private,PF1180,Pharmacy,Outpatient Pharmacy,Pharmacy,2001,ALPHA PHARMACY,Abu Dhabi
2011,Private,PF1179,Pharmacy,Outpatient Pharmacy,Pharmacy,1989,AL SAADA PHARMACY,Abu Dhabi
