Year,Sector,Facility Region,Facility Type Group,Facility Reporting Name,National Expatriate,Inpatient Outpatient,ER,Episodes Count
2014,Public,Abu Dhabi,Centres (various),National Reference Laboratory,National,Outpatient,ER,3
2014,Public,Abu Dhabi,Centres (various),National Rehabilitation Centre,N/A,Outpatient,Non ER,18498
2014,Public,Abu Dhabi,Centres (various),Nd 16 Mobile Health Unit,N/A,Outpatient,Non ER,Null
2014,Public,Abu Dhabi,Centres (various),Nd 34 Mobile Health Unit,N/A,Outpatient,Non ER,Null
2014,Public,Abu Dhabi,Centres (various),Ruwais Housing Medical Centre,Expatriate,Outpatient,Non ER,8093
2014,Public,Abu Dhabi,Centres (various),Ruwais Housing Medical Centre,N/A,Outpatient,Non ER,1541
2014,Public,Abu Dhabi,Centres (various),Ruwais Housing Medical Centre,National,Outpatient,Non ER,1926
2014,Public,Abu Dhabi,Centres (various),Samha,Expatriate,Outpatient,Non ER,7886
2014,Public,Abu Dhabi,Centres (various),Samha,Expatriate,Outpatient,ER,1
2014,Public,Abu Dhabi,Centres (various),Samha,N/A,Outpatient,Non ER,420
2014,Public,Abu Dhabi,Centres (various),Samha,National,Outpatient,Non ER,41768
2014,Public,Abu Dhabi,Centres (various),Samha,National,Outpatient,ER,1
2014,Public,Abu Dhabi,Centres (various),SEHA Dialysis Services – Al Rahba,N/A,Outpatient,Non ER,Null
2014,Public,Abu Dhabi,Centres (various),SEHA Dialysis Services – Sheikh Khalifa Medical City,Expatriate,Outpatient,Non ER,2818
2014,Public,Abu Dhabi,Centres (various),SEHA Dialysis Services – Sheikh Khalifa Medical City,N/A,Outpatient,Non ER,427
2014,Public,Abu Dhabi,Centres (various),SEHA Dialysis Services – Sheikh Khalifa Medical City,National,Outpatient,Non ER,39443
2014,Public,Abu Dhabi,Centres (various),SEHA Mobile Clinic 1,Expatriate,Outpatient,Non ER,880
2014,Public,Abu Dhabi,Centres (various),SEHA Mobile Clinic 1,N/A,Outpatient,Non ER,17
2014,Public,Abu Dhabi,Centres (various),SEHA Mobile Clinic 1,National,Outpatient,Non ER,23097
2014,Public,Abu Dhabi,Centres (various),SEHA Mobile Clinic 2,Expatriate,Outpatient,Non ER,386
2014,Public,Abu Dhabi,Centres (various),SEHA Mobile Clinic 2,N/A,Outpatient,Non ER,9
2014,Public,Abu Dhabi,Centres (various),SEHA Mobile Clinic 2,National,Outpatient,Non ER,14140
2014,Public,Abu Dhabi,Centres (various),SEHA Mobile Clinic 3,Expatriate,Outpatient,Non ER,94
2014,Public,Abu Dhabi,Centres (various),SEHA Mobile Clinic 3,National,Outpatient,Non ER,2466
2014,Public,Abu Dhabi,Centres (various),Shahama,Expatriate,Outpatient,Non ER,19054
2014,Public,Abu Dhabi,Centres (various),Shahama,N/A,Outpatient,Non ER,814
2014,Public,Abu Dhabi,Centres (various),Shahama,National,Outpatient,Non ER,84806
2014,Public,Abu Dhabi,Centres (various),Shahama,National,Outpatient,ER,2
2014,Public,Abu Dhabi,Centres (various),Zakum Development Zadco Medical Centre,N/A,Outpatient,Non ER,18498
2014,Public,Abu Dhabi,Centres (various),Zirku Medical Centre,Expatriate,Outpatient,Non ER,3138
2014,Public,Abu Dhabi,Centres (various),Zirku Medical Centre,N/A,Outpatient,Non ER,361
2014,Public,Abu Dhabi,Centres (various),Zirku Medical Centre,National,Outpatient,Non ER,1125
2014,Public,Abu Dhabi,Clinics,Abu Dhabi Aircraft Technologies Clinic,Expatriate,Outpatient,Non ER,263
2014,Public,Abu Dhabi,Clinics,Abu Dhabi Aircraft Technologies Clinic,Expatriate,Outpatient,ER,666
2014,Public,Abu Dhabi,Clinics,Abu Dhabi Aircraft Technologies Clinic,N/A,Outpatient,Non ER,111
2014,Public,Abu Dhabi,Clinics,Abu Dhabi Aircraft Technologies Clinic,N/A,Outpatient,ER,473
2014,Public,Abu Dhabi,Clinics,Abu Dhabi Aircraft Technologies Clinic,National,Outpatient,Non ER,5
2014,Public,Abu Dhabi,Clinics,Abu Dhabi Aircraft Technologies Clinic,National,Outpatient,ER,74
2014,Public,Abu Dhabi,Clinics,Abu Dhabi Investment Authority Clinic,N/A,Outpatient,Non ER,Null
2014,Public,Abu Dhabi,Clinics,Abu Dhabi Marine Operating Company Clinic,N/A,Outpatient,Non ER,43933
2014,Public,Abu Dhabi,Clinics,Adnoc Petroleum Insstitute Clinic,Expatriate,Outpatient,Non ER,25
2014,Public,Abu Dhabi,Clinics,Adnoc Petroleum Insstitute Clinic,N/A,Outpatient,Non ER,3
2014,Public,Abu Dhabi,Clinics,Adnoc Petroleum Insstitute Clinic,National,Outpatient,Non ER,347
2014,Public,Abu Dhabi,Clinics,Adnoc Technicial Instituite Clinic,Expatriate,Outpatient,Non ER,405
2014,Public,Abu Dhabi,Clinics,Adnoc Technicial Instituite Clinic,N/A,Outpatient,Non ER,3
2014,Public,Abu Dhabi,Clinics,Adnoc Technicial Instituite Clinic,National,Outpatient,Non ER,1804
2014,Public,Abu Dhabi,Clinics,Airport,N/A,Outpatient,Non ER,6936
2014,Public,Abu Dhabi,Clinics,Airport Clinic-1,N/A,Outpatient,Non ER,4624
2014,Public,Abu Dhabi,Clinics,Al Wathba Private School Clinic,N/A,Outpatient,Non ER,Null
2014,Public,Abu Dhabi,Clinics,Albateen Scientefic Private School Clinic,N/A,Outpatient,Non ER,Null
2014,Public,Abu Dhabi,Clinics,Aldhabiynea Private School Clinic,N/A,Outpatient,Non ER,Null
2014,Public,Abu Dhabi,Clinics,Arzanah Clinic,Expatriate,Outpatient,Non ER,41
2014,Public,Abu Dhabi,Clinics,Arzanah Clinic,N/A,Outpatient,Non ER,9
2014,Public,Abu Dhabi,Clinics,Arzanah Clinic,National,Outpatient,Non ER,44
2014,Public,Abu Dhabi,Clinics,Dabbayia Clinic,Expatriate,Outpatient,Non ER,666
2014,Public,Abu Dhabi,Clinics,Dabbayia Clinic,N/A,Outpatient,Non ER,80
2014,Public,Abu Dhabi,Clinics,Dabbayia Clinic,National,Outpatient,Non ER,347
2014,Public,Abu Dhabi,Clinics,Emirates Aluminum Company Limited P J S Clinic,N/A,Outpatient,Non ER,Null
2014,Public,Abu Dhabi,Clinics,Emirates Steel Industries,N/A,Outpatient,Non ER,Null
2014,Public,Abu Dhabi,Clinics,Glenelg Private School Clinic Abu Dhabi,N/A,Outpatient,Non ER,Null
2014,Public,Abu Dhabi,Clinics,Glenelg School Clinic Abu Dhabi-Girls,N/A,Outpatient,Non ER,Null
2014,Public,Abu Dhabi,Clinics,National Marine Dredging Company Clinic,N/A,Outpatient,Non ER,Null
2014,Public,Abu Dhabi,Clinics,Petrofac Emirates Clinic - Asab Project,N/A,Outpatient,Non ER,Null
2014,Public,Abu Dhabi,Clinics,Petroleum Servicse Company-Esnaad-P J S Clinic,N/A,Outpatient,Non ER,Null
2014,Public,Abu Dhabi,Clinics,Sas Al Nakhl Clinic,Expatriate,Outpatient,Non ER,1580
2014,Public,Abu Dhabi,Clinics,Sas Al Nakhl Clinic,N/A,Outpatient,Non ER,379
2014,Public,Abu Dhabi,Clinics,Sas Al Nakhl Clinic,National,Outpatient,Non ER,1697
2014,Public,Abu Dhabi,Clinics,Sheikh Khalifa Energy Clinic - Adnoc,Expatriate,Outpatient,Non ER,100
2014,Public,Abu Dhabi,Clinics,Sheikh Khalifa Energy Clinic - Adnoc,N/A,Outpatient,Non ER,18
2014,Public,Abu Dhabi,Clinics,Sheikh Khalifa Energy Clinic - Adnoc,National,Outpatient,Non ER,243
2014,Public,Abu Dhabi,Clinics,South Island Clinic,N/A,Outpatient,Non ER,Null
2014,Public,Abu Dhabi,Clinics,The Glenelg School Of Abu Dhabi-(Kindergarten) Clinic,N/A,Outpatient,Non ER,Null
2014,Public,Abu Dhabi,Clinics,Umm Al Dakh Clinic,Expatriate,Outpatient,Non ER,25
2014,Public,Abu Dhabi,Clinics,Umm Al Dakh Clinic,N/A,Outpatient,Non ER,4
2014,Public,Abu Dhabi,Clinics,Umm Al Dakh Clinic,National,Outpatient,Non ER,2
2014,Public,Abu Dhabi,Clinics,Upper Zakum Clinic,Expatriate,Outpatient,Non ER,1973
2014,Public,Abu Dhabi,Clinics,Upper Zakum Clinic,N/A,Outpatient,Non ER,200
2014,Public,Abu Dhabi,Clinics,Upper Zakum Clinic,National,Outpatient,Non ER,138
2014,Public,Abu Dhabi,Clinics,Vocational Education Development Centre Clinic,Expatriate,Outpatient,Non ER,9
2014,Public,Abu Dhabi,Clinics,Vocational Education Development Centre Clinic,National,Outpatient,Non ER,1926
2014,Public,Abu Dhabi,Hospitals,Al Corniche,Expatriate,Inpatient,Non ER,4509
2014,Public,Abu Dhabi,Hospitals,Al Corniche,Expatriate,Inpatient,ER,3295
2014,Public,Abu Dhabi,Hospitals,Al Corniche,Expatriate,Outpatient,Non ER,44562
2014,Public,Abu Dhabi,Hospitals,Al Corniche,Expatriate,Outpatient,ER,7150
2014,Public,Abu Dhabi,Hospitals,Al Corniche,N/A,Inpatient,Non ER,289
2014,Public,Abu Dhabi,Hospitals,Al Corniche,N/A,Inpatient,ER,283
2014,Public,Abu Dhabi,Hospitals,Al Corniche,N/A,Outpatient,Non ER,3515
2014,Public,Abu Dhabi,Hospitals,Al Corniche,N/A,Outpatient,ER,493
2014,Public,Abu Dhabi,Hospitals,Al Corniche,National,Inpatient,Non ER,6474
2014,Public,Abu Dhabi,Hospitals,Al Corniche,National,Inpatient,ER,4967
2014,Public,Abu Dhabi,Hospitals,Al Corniche,National,Outpatient,Non ER,67085
2014,Public,Abu Dhabi,Hospitals,Al Corniche,National,Outpatient,ER,9392
2014,Public,Abu Dhabi,Hospitals,Healthpoint,Expatriate,Inpatient,Non ER,30
2014,Public,Abu Dhabi,Hospitals,Healthpoint,Expatriate,Outpatient,Non ER,7465
2014,Public,Abu Dhabi,Hospitals,Healthpoint,N/A,Inpatient,Non ER,2
2014,Public,Abu Dhabi,Hospitals,Healthpoint,N/A,Outpatient,Non ER,496
2014,Public,Abu Dhabi,Hospitals,Healthpoint,National,Inpatient,Non ER,76
2014,Public,Abu Dhabi,Hospitals,Healthpoint,National,Outpatient,Non ER,19340
2014,Public,Abu Dhabi,Hospitals,Long Term Custodial Care Centre,N/A,Outpatient,Non ER,0
2014,Public,Abu Dhabi,Hospitals,SKMC,Expatriate,Inpatient,Non ER,1628
2014,Public,Abu Dhabi,Hospitals,SKMC,Expatriate,Inpatient,ER,3401
2014,Public,Abu Dhabi,Hospitals,SKMC,Expatriate,Outpatient,Non ER,105790
2014,Public,Abu Dhabi,Hospitals,SKMC,Expatriate,Outpatient,ER,27752
2014,Public,Abu Dhabi,Hospitals,SKMC,N/A,Inpatient,Non ER,117
2014,Public,Abu Dhabi,Hospitals,SKMC,N/A,Inpatient,ER,252
2014,Public,Abu Dhabi,Hospitals,SKMC,N/A,Outpatient,Non ER,9294
2014,Public,Abu Dhabi,Hospitals,SKMC,N/A,Outpatient,ER,2447
2014,Public,Abu Dhabi,Hospitals,SKMC,National,Inpatient,Non ER,3542
2014,Public,Abu Dhabi,Hospitals,SKMC,National,Inpatient,ER,7306
2014,Public,Abu Dhabi,Hospitals,SKMC,National,Outpatient,Non ER,283711
2014,Public,Abu Dhabi,Hospitals,SKMC,National,Outpatient,ER,60052
2014,Public,Al Ain,Centres (various),Al Ain Rehabilitation And Care Centre For Special Needs,N/A,Outpatient,Non ER,Null
2014,Public,Al Ain,Centres (various),Al Faqah,Expatriate,Outpatient,Non ER,1530
2014,Public,Al Ain,Centres (various),Al Faqah,N/A,Outpatient,Non ER,134
2014,Public,Al Ain,Centres (various),Al Faqah,National,Outpatient,Non ER,3522
2014,Public,Al Ain,Centres (various),Al Hayer,Expatriate,Outpatient,Non ER,10186
2014,Public,Al Ain,Centres (various),Al Hayer,N/A,Outpatient,Non ER,551
2014,Public,Al Ain,Centres (various),Al Hayer,N/A,Outpatient,ER,1
2014,Public,Al Ain,Centres (various),Al Hayer,National,Outpatient,Non ER,23891
2014,Public,Al Ain,Centres (various),Al Jahili,Expatriate,Outpatient,Non ER,8796
2014,Public,Al Ain,Centres (various),Al Jahili,N/A,Outpatient,Non ER,363
2014,Public,Al Ain,Centres (various),Al Jahili,National,Inpatient,Non ER,1
2014,Public,Al Ain,Centres (various),Al Jahili,National,Inpatient,ER,1
2014,Public,Al Ain,Centres (various),Al Jahili,National,Outpatient,Non ER,51497
2014,Public,Al Ain,Centres (various),Al Khabisi Clinic,Expatriate,Outpatient,Non ER,21805
2014,Public,Al Ain,Centres (various),Al Khabisi Clinic,Expatriate,Outpatient,ER,1
2014,Public,Al Ain,Centres (various),Al Khabisi Clinic,N/A,Outpatient,Non ER,1407
2014,Public,Al Ain,Centres (various),Al Khabisi Clinic,N/A,Outpatient,ER,2
2014,Public,Al Ain,Centres (various),Al Khabisi Clinic,National,Inpatient,Non ER,1
2014,Public,Al Ain,Centres (various),Al Khabisi Clinic,National,Inpatient,ER,1
2014,Public,Al Ain,Centres (various),Al Khabisi Clinic,National,Outpatient,Non ER,41235
2014,Public,Al Ain,Centres (various),Al Khabisi Clinic,National,Outpatient,ER,3
2014,Public,Al Ain,Centres (various),Al Khazna,Expatriate,Outpatient,Non ER,4416
2014,Public,Al Ain,Centres (various),Al Khazna,N/A,Outpatient,Non ER,205
2014,Public,Al Ain,Centres (various),Al Khazna,National,Outpatient,Non ER,5632
2014,Public,Al Ain,Centres (various),Al Maqam,Expatriate,Outpatient,Non ER,14670
2014,Public,Al Ain,Centres (various),Al Maqam,Expatriate,Outpatient,ER,1
2014,Public,Al Ain,Centres (various),Al Maqam,N/A,Outpatient,Non ER,1087
2014,Public,Al Ain,Centres (various),Al Maqam,National,Outpatient,Non ER,58959
2014,Public,Al Ain,Centres (various),Al Maqam,National,Outpatient,ER,6
2014,Public,Al Ain,Centres (various),Al Masoudi Primary Health Care Centre,Expatriate,Inpatient,Non ER,1
2014,Public,Al Ain,Centres (various),Al Masoudi Primary Health Care Centre,Expatriate,Outpatient,Non ER,22145
2014,Public,Al Ain,Centres (various),Al Masoudi Primary Health Care Centre,Expatriate,Outpatient,ER,3
2014,Public,Al Ain,Centres (various),Al Masoudi Primary Health Care Centre,N/A,Outpatient,Non ER,1047
2014,Public,Al Ain,Centres (various),Al Masoudi Primary Health Care Centre,National,Outpatient,Non ER,37288
2014,Public,Al Ain,Centres (various),Al Masoudi Primary Health Care Centre,National,Outpatient,ER,2
2014,Public,Al Ain,Centres (various),Al Qua'A,Expatriate,Outpatient,Non ER,8787
2014,Public,Al Ain,Centres (various),Al Qua'A,Expatriate,Outpatient,ER,2
2014,Public,Al Ain,Centres (various),Al Qua'A,N/A,Outpatient,Non ER,397
2014,Public,Al Ain,Centres (various),Al Qua'A,National,Outpatient,Non ER,43707
2014,Public,Al Ain,Centres (various),Al Yahar,Expatriate,Inpatient,Non ER,1
2014,Public,Al Ain,Centres (various),Al Yahar,Expatriate,Outpatient,Non ER,18797
2014,Public,Al Ain,Centres (various),Al Yahar,N/A,Outpatient,Non ER,831
2014,Public,Al Ain,Centres (various),Al Yahar,National,Inpatient,ER,1
2014,Public,Al Ain,Centres (various),Al Yahar,National,Outpatient,Non ER,76486
2014,Public,Al Ain,Centres (various),Al Yahar,National,Outpatient,ER,3
2014,Public,Al Ain,Centres (various),Blood Bank Centre,N/A,Outpatient,Non ER,Null
2014,Public,Al Ain,Centres (various),Disease Prevention And Screening Centre-Alain,Expatriate,Outpatient,Non ER,477
2014,Public,Al Ain,Centres (various),Disease Prevention And Screening Centre-Alain,N/A,Outpatient,Non ER,22
2014,Public,Al Ain,Centres (various),Disease Prevention And Screening Centre-Alain,National,Outpatient,Non ER,25323
2014,Public,Al Ain,Centres (various),Disease Prevention And Screening Centre-Sweihan,N/A,Outpatient,Non ER,Null
2014,Public,Al Ain,Centres (various),Hili,Expatriate,Outpatient,Non ER,9682
2014,Public,Al Ain,Centres (various),Hili,Expatriate,Outpatient,ER,1
2014,Public,Al Ain,Centres (various),Hili,N/A,Outpatient,Non ER,555
2014,Public,Al Ain,Centres (various),Hili,National,Outpatient,Non ER,44790
2014,Public,Al Ain,Centres (various),Hili,National,Outpatient,ER,1
2014,Public,Al Ain,Centres (various),Imperial College London Diabetes Centre - Al Ain,Expatriate,Outpatient,Non ER,10421
2014,Public,Al Ain,Centres (various),Imperial College London Diabetes Centre - Al Ain,Expatriate,Outpatient,ER,1
2014,Public,Al Ain,Centres (various),Imperial College London Diabetes Centre - Al Ain,N/A,Outpatient,Non ER,441
2014,Public,Al Ain,Centres (various),Imperial College London Diabetes Centre - Al Ain,National,Outpatient,Non ER,85222
2014,Public,Al Ain,Centres (various),Mezyed,Expatriate,Outpatient,Non ER,14288
2014,Public,Al Ain,Centres (various),Mezyed,Expatriate,Outpatient,ER,3
2014,Public,Al Ain,Centres (various),Mezyed,N/A,Outpatient,Non ER,514
2014,Public,Al Ain,Centres (various),Mezyed,National,Outpatient,Non ER,81363
2014,Public,Al Ain,Centres (various),Mobile Blood Bank 1,N/A,Outpatient,Non ER,Null
2014,Public,Al Ain,Centres (various),Mobile Blood Bank 2,N/A,Outpatient,Non ER,Null
2014,Public,Al Ain,Centres (various),Mobile Mammogram Imaging,N/A,Outpatient,Non ER,Null
2014,Public,Al Ain,Centres (various),Muweiji,Expatriate,Outpatient,Non ER,21666
2014,Public,Al Ain,Centres (various),Muweiji,Expatriate,Outpatient,ER,1
2014,Public,Al Ain,Centres (various),Muweiji,N/A,Outpatient,Non ER,1484
2014,Public,Al Ain,Centres (various),Muweiji,National,Inpatient,ER,1
2014,Public,Al Ain,Centres (various),Muweiji,National,Outpatient,Non ER,54641
2014,Public,Al Ain,Centres (various),Neima,Expatriate,Outpatient,Non ER,11333
2014,Public,Al Ain,Centres (various),Neima,N/A,Outpatient,Non ER,895
2014,Public,Al Ain,Centres (various),Neima,National,Inpatient,ER,2
2014,Public,Al Ain,Centres (various),Neima,National,Outpatient,Non ER,63166
2014,Public,Al Ain,Centres (various),Neima,National,Outpatient,ER,1
2014,Public,Al Ain,Centres (various),Niyadat,Expatriate,Outpatient,Non ER,13347
2014,Public,Al Ain,Centres (various),Niyadat,Expatriate,Outpatient,ER,3
2014,Public,Al Ain,Centres (various),Niyadat,N/A,Outpatient,Non ER,781
2014,Public,Al Ain,Centres (various),Niyadat,National,Outpatient,Non ER,31252
2014,Public,Al Ain,Centres (various),Oud Al Toba Primary Health Care Centre,Expatriate,Outpatient,Non ER,12920
2014,Public,Al Ain,Centres (various),Oud Al Toba Primary Health Care Centre,Expatriate,Outpatient,ER,1
2014,Public,Al Ain,Centres (various),Oud Al Toba Primary Health Care Centre,N/A,Outpatient,Non ER,702
2014,Public,Al Ain,Centres (various),Oud Al Toba Primary Health Care Centre,National,Outpatient,Non ER,25154
2014,Public,Al Ain,Centres (various),Oud Al Toba Primary Health Care Centre,National,Outpatient,ER,2
2014,Public,Al Ain,Centres (various),Remah,Expatriate,Outpatient,Non ER,7777
2014,Public,Al Ain,Centres (various),Remah,N/A,Outpatient,Non ER,489
2014,Public,Al Ain,Centres (various),Remah,National,Outpatient,Non ER,15921
2014,Public,Al Ain,Centres (various),SEHA Dialysis Services – Al Wagan,Expatriate,Outpatient,Non ER,36
2014,Public,Al Ain,Centres (various),SEHA Dialysis Services – Al Wagan,N/A,Outpatient,Non ER,49
2014,Public,Al Ain,Centres (various),SEHA Dialysis Services – Al Wagan,National,Outpatient,Non ER,278
2014,Public,Al Ain,Centres (various),SEHA Dialysis Services – Tawam,Expatriate,Outpatient,Non ER,9742
2014,Public,Al Ain,Centres (various),SEHA Dialysis Services – Tawam,N/A,Outpatient,Non ER,267
2014,Public,Al Ain,Centres (various),SEHA Dialysis Services – Tawam,National,Outpatient,Non ER,28713
2014,Public,Al Ain,Centres (various),Shuaib,Expatriate,Outpatient,Non ER,1689
2014,Public,Al Ain,Centres (various),Shuaib,N/A,Outpatient,Non ER,182
2014,Public,Al Ain,Centres (various),Shuaib,National,Outpatient,Non ER,8670
2014,Public,Al Ain,Centres (various),Swaihan,Expatriate,Outpatient,Non ER,9645
2014,Public,Al Ain,Centres (various),Swaihan,N/A,Outpatient,Non ER,574
2014,Public,Al Ain,Centres (various),Swaihan,National,Outpatient,Non ER,16710
2014,Public,Al Ain,Centres (various),Swaihan,National,Outpatient,ER,1
2014,Public,Al Ain,Centres (various),Tawam Dental Centre,Expatriate,Outpatient,Non ER,3140
2014,Public,Al Ain,Centres (various),Tawam Dental Centre,N/A,Outpatient,Non ER,66
2014,Public,Al Ain,Centres (various),Tawam Dental Centre,National,Outpatient,Non ER,43947
2014,Public,Al Ain,Centres (various),Tawam Ivf Centre,Expatriate,Outpatient,Non ER,1095
2014,Public,Al Ain,Centres (various),Tawam Ivf Centre,N/A,Outpatient,Non ER,127
2014,Public,Al Ain,Centres (various),Tawam Ivf Centre,National,Outpatient,Non ER,5798
2014,Public,Al Ain,Centres (various),Tawam Molecular Imaging Centre,Expatriate,Outpatient,Non ER,3709
2014,Public,Al Ain,Centres (various),Tawam Molecular Imaging Centre,N/A,Outpatient,Non ER,422
2014,Public,Al Ain,Centres (various),Tawam Molecular Imaging Centre,National,Outpatient,Non ER,5117
2014,Public,Al Ain,Centres (various),Zakher,Expatriate,Outpatient,Non ER,6257
2014,Public,Al Ain,Centres (various),Zakher,N/A,Outpatient,Non ER,285
2014,Public,Al Ain,Centres (various),Zakher,National,Outpatient,Non ER,36639
2014,Public,Al Ain,Clinics,Al Danat Private School Clinic,N/A,Outpatient,Non ER,Null
2014,Public,Al Ain,Clinics,Kwaitat Hostel Clinic-Uae University,N/A,Outpatient,Non ER,Null
2014,Public,Al Ain,Clinics,Mohammed Almahmood Ortho-Spine Consultation Clinic,Expatriate,Outpatient,Non ER,438
2014,Public,Al Ain,Clinics,Mohammed Almahmood Ortho-Spine Consultation Clinic,N/A,Outpatient,Non ER,27
2014,Public,Al Ain,Clinics,Mohammed Almahmood Ortho-Spine Consultation Clinic,N/A,Outpatient,ER,1
2014,Public,Al Ain,Clinics,Mohammed Almahmood Ortho-Spine Consultation Clinic,National,Outpatient,Non ER,894
2014,Public,Al Ain,Clinics,Seih Bin Ammar Hostel Clinic-Uae University,N/A,Outpatient,Non ER,Null
2014,Public,Al Ain,Clinics,Tawam Hostel Clinic-Uae University,N/A,Outpatient,Non ER,Null
2014,Public,Al Ain,Clinics,Uae University Clinics-Branch 1,N/A,Outpatient,Non ER,Null
2014,Public,Al Ain,Clinics,Uae University Clinics-Tawam Clinic,Expatriate,Outpatient,Non ER,723
2014,Public,Al Ain,Clinics,Uae University Clinics-Tawam Clinic,N/A,Outpatient,Non ER,37
2014,Public,Al Ain,Clinics,Uae University Clinics-Tawam Clinic,National,Outpatient,Non ER,4299
2014,Public,Al Ain,Clinics,Uae University Clinics-Tawam Clinic,National,Outpatient,ER,1
2014,Public,Al Dhafrah,Centres (various),Al Dhafra Family Medicine Centre,Expatriate,Inpatient,Non ER,1
2014,Public,Al Dhafrah,Centres (various),Al Dhafra Family Medicine Centre,Expatriate,Inpatient,ER,1
2014,Public,Al Dhafrah,Centres (various),Al Dhafra Family Medicine Centre,Expatriate,Outpatient,Non ER,14859
2014,Public,Al Dhafrah,Centres (various),Al Dhafra Family Medicine Centre,Expatriate,Outpatient,ER,1
2014,Public,Al Dhafrah,Centres (various),Al Dhafra Family Medicine Centre,N/A,Outpatient,Non ER,1327
2014,Public,Al Dhafrah,Centres (various),Al Dhafra Family Medicine Centre,National,Inpatient,ER,1
2014,Public,Al Dhafrah,Centres (various),Al Dhafra Family Medicine Centre,National,Outpatient,Non ER,33133
2014,Public,Al Dhafrah,Centres (various),Al Dhafra Family Medicine Centre,National,Outpatient,ER,2
2014,Public,Al Dhafrah,Centres (various),Al Gharbia Mobile Mammography Unit,Expatriate,Outpatient,Non ER,20
2014,Public,Al Dhafrah,Centres (various),Al Gharbia Mobile Mammography Unit,N/A,Outpatient,Non ER,1
2014,Public,Al Dhafrah,Centres (various),Al Gharbia Mobile Mammography Unit,National,Outpatient,Non ER,25
2014,Public,Al Dhafrah,Centres (various),Al Sela' Care And Rehabilitation Centre For People With Special Needs,N/A,Outpatient,Non ER,Null
2014,Public,Al Dhafrah,Centres (various),Disease Prevention And Screening Centre-Delma,N/A,Outpatient,Non ER,Null
2014,Public,Al Dhafrah,Centres (various),Disease Prevention And Screening Centre-Gaiathy,N/A,Outpatient,Non ER,4624
2014,Public,Al Dhafrah,Centres (various),Disease Prevention And Screening Centre-Madinat Zayed,Expatriate,Outpatient,Non ER,880
2014,Public,Al Dhafrah,Centres (various),Disease Prevention And Screening Centre-Madinat Zayed,N/A,Outpatient,Non ER,44
2014,Public,Al Dhafrah,Centres (various),Disease Prevention And Screening Centre-Madinat Zayed,National,Outpatient,Non ER,3344
2014,Public,Al Dhafrah,Centres (various),Disease Prevention And Screening Centre-Sila,N/A,Outpatient,Non ER,Null
2014,Public,Al Dhafrah,Centres (various),Ghayathi Care And Rehabilitation Centre For People With Special Needs,N/A,Outpatient,Non ER,Null
2014,Public,Al Dhafrah,Centres (various),Qusahwira Medical Centre,N/A,Outpatient,Non ER,Null
2014,Public,Al Dhafrah,Centres (various),SEHA Dialysis Services – Al Marfa,Expatriate,Outpatient,Non ER,416
2014,Public,Al Dhafrah,Centres (various),SEHA Dialysis Services – Al Marfa,National,Outpatient,Non ER,552
2014,Public,Al Dhafrah,Centres (various),SEHA Dialysis Services – Al Sila,Expatriate,Outpatient,Non ER,55
2014,Public,Al Dhafrah,Centres (various),SEHA Dialysis Services – Al Sila,National,Outpatient,Non ER,647
2014,Public,Al Dhafrah,Centres (various),SEHA Dialysis Services – Delma,National,Outpatient,Non ER,634
2014,Public,Al Dhafrah,Centres (various),SEHA Dialysis Services – Ghaithy,Expatriate,Outpatient,Non ER,5
2014,Public,Al Dhafrah,Centres (various),SEHA Dialysis Services – Ghaithy,National,Outpatient,Non ER,822
2014,Public,Al Dhafrah,Centres (various),SEHA Dialysis Services – Madinat Zayed,Expatriate,Outpatient,Non ER,163
2014,Public,Al Dhafrah,Centres (various),SEHA Dialysis Services – Madinat Zayed,N/A,Outpatient,Non ER,3
2014,Public,Al Dhafrah,Centres (various),SEHA Dialysis Services – Madinat Zayed,National,Outpatient,Non ER,2849
2014,Public,Al Dhafrah,Clinics,Al Maha Medical Clinic,N/A,Outpatient,Non ER,Null
2014,Public,Al Dhafrah,Clinics,Asab Clinic,Expatriate,Outpatient,Non ER,3133
2014,Public,Al Dhafrah,Clinics,Asab Clinic,N/A,Outpatient,Non ER,582
2014,Public,Al Dhafrah,Clinics,Asab Clinic,National,Outpatient,Non ER,913
2014,Public,Al Dhafrah,Clinics,Buhasa Clinic,Expatriate,Outpatient,Non ER,1173
2014,Public,Al Dhafrah,Clinics,Buhasa Clinic,N/A,Outpatient,Non ER,169
2014,Public,Al Dhafrah,Clinics,Buhasa Clinic,National,Outpatient,Non ER,748
2014,Public,Al Dhafrah,Clinics,Glenelg Kindergarten & School Clinic Of Abu Dhabi-Ghayathi,N/A,Outpatient,Non ER,Null
2014,Public,Al Dhafrah,Clinics,Glenelg School Clinic Of Abu Dhabi-Madinat Zayed Branch 1,N/A,Outpatient,Non ER,Null
2014,Public,Al Dhafrah,Clinics,Glenelg School Clinic Of Abu Dhabi-Madinat Zayed Branch 2,N/A,Outpatient,Non ER,Null
2014,Public,Al Dhafrah,Clinics,Glenelg School Clinic Of Abu Dhabi-Ruwais Branch 1,N/A,Outpatient,Non ER,Null
2014,Public,Al Dhafrah,Clinics,Glenelg School Clinic Of Abu Dhabi-Ruwais Branch 2,N/A,Outpatient,Non ER,Null
2014,Public,Al Dhafrah,Clinics,Habshan Clinic,Expatriate,Outpatient,Non ER,1863
