Year,Nationality,Gender,Age Group,Cancer site,Count
2013,Expatriate,Female,40-44,"Kidney, renal pelvis and ureter",1
2013,Expatriate,Female,40-44,Gallbladder and extrahepatic ducts,1
2013,Expatriate,Female,40-44,Breast,2
2013,Expatriate,Female,45-49,"Trachea, bronchus and lung",1
2013,Expatriate,Female,45-49,Stomach,2
2013,Expatriate,Female,45-49,Ovary,1
2013,Expatriate,Female,45-49,Melanoma of skin,1
2013,Expatriate,Female,45-49,Colorectum,1
2013,Expatriate,Female,45-49,Cervix uteri,2
2013,Expatriate,Female,45-49,Breast,5
2013,Expatriate,Female,50-54,"Trachea, bronchus and lung",1
2013,Expatriate,Female,50-54,Pancreas,2
2013,Expatriate,Female,50-54,"Lip, oral cavity",1
2013,Expatriate,Female,50-54,Leukaemia,2
2013,Expatriate,Female,50-54,Colorectum,2
2013,Expatriate,Female,50-54,Cervix uteri,1
2013,Expatriate,Female,50-54,Breast,7
2013,Expatriate,Female,55-59,Pancreas,1
2013,Expatriate,Female,55-59,Other Cancer,1
2013,Expatriate,Female,55-59,Lymphoma,1
2013,Expatriate,Female,55-59,Liver and intrahepatic bile ducts,2
2013,Expatriate,Female,55-59,Leukaemia,2
2013,Expatriate,Female,55-59,Colorectum,1
2013,Expatriate,Female,55-59,Cervix uteri,1
2013,Expatriate,Female,55-59,Breast,6
2013,Expatriate,Female,60-64,"Trachea, bronchus and lung",2
2013,Expatriate,Female,60-64,Stomach,2
2013,Expatriate,Female,60-64,Ovary,2
2013,Expatriate,Female,60-64,Other Cancer,2
2013,Expatriate,Female,60-64,Non-melanoma skin cancer,1
2013,Expatriate,Female,60-64,Lymphoma,1
2013,Expatriate,Female,60-64,Liver and intrahepatic bile ducts,4
2013,Expatriate,Female,60-64,"Kidney, renal pelvis and ureter",1
2013,Expatriate,Female,60-64,Colorectum,2
2013,Expatriate,Female,60-64,Cervix uteri,2
2013,Expatriate,Female,60-64,Breast,6
2013,Expatriate,Female,65-69,"Trachea, bronchus and lung",2
2013,Expatriate,Female,65-69,Stomach,1
2013,Expatriate,Female,65-69,Pancreas,1
2013,Expatriate,Female,65-69,Ovary,3
2013,Expatriate,Female,65-69,"Lip, oral cavity",1
2013,Expatriate,Female,65-69,Leukaemia,1
2013,Expatriate,Female,65-69,Colorectum,1
2013,Expatriate,Female,65-69,Breast,1
2013,Expatriate,Female,70-74,"Trachea, bronchus and lung",1
2013,Expatriate,Female,70-74,Pancreas,1
2013,Expatriate,Female,70-74,Liver and intrahepatic bile ducts,1
2013,Expatriate,Female,70-74,Colorectum,1
2013,Expatriate,Female,70-74,Cervix uteri,1
2013,Expatriate,Female,70-74,Breast,3
2013,Expatriate,Female,75-79,Stomach,1
2013,Expatriate,Female,75-79,Liver and intrahepatic bile ducts,1
2013,Expatriate,Female,75-79,Colorectum,2
2013,Expatriate,Female,75-79,Breast,1
2013,Expatriate,Female,75-79,Bladder,1
2013,Expatriate,Female,80-84,Other pharynx,1
2013,Expatriate,Female,80-84,Breast,2
2013,Expatriate,Female,85+,Breast,1
2013,Expatriate,Female,85+,"Brain, nervous system",1
2013,Expatriate,Male,0-4,Other Cancer,1
2013,Expatriate,Male,0-4,Leukaemia,1
2013,Expatriate,Male,0-4,"Kidney, renal pelvis and ureter",2
2013,Expatriate,Male,0-4,"Brain, nervous system",2
2013,Expatriate,Male,5-9,"Brain, nervous system",1
2013,Expatriate,Male,10-14,"Kidney, renal pelvis and ureter",1
2013,Expatriate,Male,10-14,"Brain, nervous system",2
2013,Expatriate,Male,15-19,"Brain, nervous system",1
2013,Expatriate,Male,20-24,Leukaemia,3
2013,Expatriate,Male,25-29,Other Cancer,1
2013,Expatriate,Male,25-29,Leukaemia,3
2013,Expatriate,Male,25-29,"Brain, nervous system",1
2013,Expatriate,Male,30-34,"Trachea, bronchus and lung",1
2013,Expatriate,Male,30-34,Leukaemia,1
2013,Expatriate,Male,35-39,Stomach,1
2013,Expatriate,Male,35-39,Other Cancer,1
2013,Expatriate,Male,35-39,Lymphoma,1
2013,Expatriate,Male,35-39,Kaposi sarcoma,1
2013,Expatriate,Male,35-39,Colorectum,1
2013,Expatriate,Male,40-44,Stomach,1
2013,Expatriate,Male,40-44,Liver and intrahepatic bile ducts,2
2013,Expatriate,Male,40-44,"Lip, oral cavity",1
2013,Expatriate,Male,40-44,Leukaemia,3
2013,Expatriate,Male,40-44,Bladder,1
2013,Expatriate,Male,45-49,"Trachea, bronchus and lung",1
2013,Expatriate,Male,45-49,Stomach,2
2013,Expatriate,Male,45-49,Pancreas,2
2013,Expatriate,Male,45-49,Multiple myeloma,1
2013,Expatriate,Male,45-49,Liver and intrahepatic bile ducts,1
2013,Expatriate,Male,45-49,Leukaemia,1
2013,Expatriate,Male,45-49,Colorectum,1
2013,Expatriate,Male,50-54,"Trachea, bronchus and lung",4
2013,Expatriate,Male,50-54,Stomach,2
2013,Expatriate,Male,50-54,Other Cancer,1
2013,Expatriate,Male,50-54,Oesophagus,1
2013,Expatriate,Male,50-54,Multiple myeloma,1
2013,Expatriate,Male,50-54,Liver and intrahepatic bile ducts,3
2013,Expatriate,Male,50-54,Larynx,1
2013,Expatriate,Male,50-54,Colorectum,1
2013,Expatriate,Male,50-54,Bladder,2
2013,Expatriate,Male,55-59,"Trachea, bronchus and lung",1
2013,Expatriate,Male,55-59,Stomach,1
2013,Expatriate,Male,55-59,Pancreas,2
2013,Expatriate,Male,55-59,Multiple myeloma,1
2013,Expatriate,Male,55-59,Lymphoma,1
2013,Expatriate,Male,55-59,Liver and intrahepatic bile ducts,4
2013,Expatriate,Male,55-59,"Lip, oral cavity",1
2013,Expatriate,Male,55-59,Leukaemia,2
2013,Expatriate,Male,55-59,Colorectum,1
2013,Expatriate,Male,55-59,"Brain, nervous system",1
2013,Expatriate,Male,55-59,Bladder,1
2013,Expatriate,Male,60-64,"Trachea, bronchus and lung",4
2013,Expatriate,Male,60-64,Prostate,2
2013,Expatriate,Male,60-64,Pancreas,3
2013,Expatriate,Male,60-64,Other Cancer,2
2013,Expatriate,Male,60-64,Lymphoma,1
2013,Expatriate,Male,60-64,Liver and intrahepatic bile ducts,1
2013,Expatriate,Male,60-64,Colorectum,2
2013,Expatriate,Male,65-69,"Trachea, bronchus and lung",5
2013,Expatriate,Male,65-69,Stomach,1
2013,Expatriate,Male,65-69,Prostate,1
2013,Expatriate,Male,65-69,Pancreas,2
2013,Expatriate,Male,65-69,Other Cancer,1
2013,Expatriate,Male,65-69,Multiple myeloma,1
2013,Expatriate,Male,65-69,Liver and intrahepatic bile ducts,3
2013,Expatriate,Male,65-69,Leukaemia,3
2013,Expatriate,Male,65-69,Colorectum,2
2013,Expatriate,Male,65-69,"Brain, nervous system",1
2013,Expatriate,Male,70-74,"Trachea, bronchus and lung",3
2013,Expatriate,Male,70-74,Thyroid,1
2013,Expatriate,Male,70-74,Prostate,3
2013,Expatriate,Male,70-74,Liver and intrahepatic bile ducts,1
2013,Expatriate,Male,70-74,Leukaemia,1
2013,Expatriate,Male,70-74,Colorectum,1
2013,Expatriate,Male,70-74,Bladder,1
2013,Expatriate,Male,75-79,"Trachea, bronchus and lung",3
2013,Expatriate,Male,75-79,Oesophagus,1
2013,Expatriate,Male,75-79,Liver and intrahepatic bile ducts,2
2013,Expatriate,Male,75-79,Leukaemia,1
2013,Expatriate,Male,75-79,Colorectum,1
2013,Expatriate,Male,75-79,"Brain, nervous system",1
2013,Expatriate,Male,75-79,Bladder,2
2013,Expatriate,Male,85+,Thyroid,1
2013,Expatriate,Male,85+,Liver and intrahepatic bile ducts,1
2013,NA,NA,10-14,Cervix uteri,1
2013,National,Female,5-9,Other Cancer,1
2013,National,Female,10-14,Leukaemia,1
2013,National,Female,15-19,Testis,1
2013,National,Female,20-24,"Trachea, bronchus and lung",1
2013,National,Female,25-29,Other Cancer,2
2013,National,Female,25-29,Oesophagus,1
2013,National,Female,25-29,"Brain, nervous system",1
2013,National,Female,35-39,Stomach,1
2013,National,Female,35-39,Colorectum,1
2013,National,Female,40-44,Other Cancer,1
2013,National,Female,40-44,"Kidney, renal pelvis and ureter",1
2013,National,Female,40-44,Breast,1
2013,National,Female,50-54,"Trachea, bronchus and lung",1
2013,National,Female,50-54,Pancreas,1
2013,National,Female,50-54,Liver and intrahepatic bile ducts,1
2013,National,Female,50-54,Breast,2
2013,National,Female,55-59,Ovary,1
2013,National,Female,55-59,Other Cancer,1
2013,National,Female,55-59,Breast,2
2013,National,Female,55-59,"Brain, nervous system",1
2013,National,Female,60-64,Liver and intrahepatic bile ducts,2
2013,National,Female,60-64,Cervix uteri,1
2013,National,Female,65-69,Other Cancer,1
2013,National,Female,65-69,Oesophagus,1
2013,National,Female,65-69,Lymphoma,1
2013,National,Female,65-69,Liver and intrahepatic bile ducts,2
2013,National,Female,65-69,Leukaemia,1
2013,National,Female,65-69,Colorectum,1
2013,National,Female,65-69,Cervix uteri,1
2013,National,Female,65-69,"Brain, nervous system",1
2013,National,Female,70-74,Stomach,1
2013,National,Female,70-74,Pancreas,1
2013,National,Female,70-74,Ovary,1
2013,National,Female,70-74,Liver and intrahepatic bile ducts,1
2013,National,Female,70-74,Larynx,1
2013,National,Female,70-74,Cervix uteri,1
2013,National,Female,70-74,"Brain, nervous system",2
2013,National,Female,70-74,Bladder,1
2013,National,Female,75-79,Breast,1
2013,National,Female,75-79,"Brain, nervous system",1
2013,National,Female,80-84,Leukaemia,1
2013,National,Female,85+,"Trachea, bronchus and lung",1
2013,National,Female,85+,Liver and intrahepatic bile ducts,1
2013,National,Female,85+,Breast,1
2013,National,Male,0-4,Lymphoma,1
2013,National,Male,5-9,Other Cancer,1
2013,National,Male,10-14,Lymphoma,1
2013,National,Male,10-14,Leukaemia,2
2013,National,Male,15-19,Other Cancer,1
2013,National,Male,20-24,Other Cancer,1
2013,National,Male,25-29,Leukaemia,1
2013,National,Male,30-34,Leukaemia,2
2013,National,Male,35-39,Leukaemia,2
2013,National,Male,35-39,"Brain, nervous system",1
2013,National,Male,40-44,Multiple myeloma,1
2013,National,Male,50-54,"Trachea, bronchus and lung",1
2013,National,Male,50-54,Stomach,1
2013,National,Male,50-54,Other pharynx,1
2013,National,Male,50-54,Liver and intrahepatic bile ducts,3
2013,National,Male,50-54,Colorectum,2
2013,National,Male,55-59,"Trachea, bronchus and lung",1
2013,National,Male,55-59,Pancreas,1
2013,National,Male,55-59,Colorectum,1
2013,National,Male,55-59,"Brain, nervous system",1
2013,National,Male,60-64,Other Cancer,1
2013,National,Male,60-64,Melanoma of skin,1
2013,National,Male,60-64,Liver and intrahepatic bile ducts,1
2013,National,Male,60-64,Leukaemia,1
2013,National,Male,60-64,Colorectum,1
2013,National,Male,65-69,"Trachea, bronchus and lung",2
2013,National,Male,65-69,Multiple myeloma,1
2013,National,Male,65-69,Liver and intrahepatic bile ducts,1
2013,National,Male,65-69,"Kidney, renal pelvis and ureter",2
2013,National,Male,65-69,"Brain, nervous system",1
2013,National,Male,70-74,"Trachea, bronchus and lung",4
2013,National,Male,70-74,Stomach,1
2013,National,Male,70-74,Prostate,2
2013,National,Male,70-74,Pancreas,1
2013,National,Male,70-74,Oesophagus,1
2013,National,Male,70-74,Liver and intrahepatic bile ducts,2
2013,National,Male,70-74,Colorectum,2
2013,National,Male,75-79,"Trachea, bronchus and lung",2
2013,National,Male,75-79,Stomach,1
2013,National,Male,75-79,Lymphoma,1
2013,National,Male,75-79,Liver and intrahepatic bile ducts,1
2013,National,Male,75-79,Leukaemia,1
2013,National,Male,75-79,Gallbladder and extrahepatic ducts,1
2013,National,Male,75-79,Colorectum,1
2013,National,Male,75-79,"Brain, nervous system",1
2013,National,Male,80-84,"Trachea, bronchus and lung",2
2013,National,Male,80-84,Stomach,1
2013,National,Male,80-84,Other Cancer,1
2013,National,Male,80-84,Multiple myeloma,1
2013,National,Male,80-84,Liver and intrahepatic bile ducts,1
2013,National,Male,80-84,"Kidney, renal pelvis and ureter",1
2013,National,Male,85+,"Trachea, bronchus and lung",1
2013,National,Male,85+,Stomach,2
2013,National,Male,85+,Prostate,1
2013,National,Male,85+,Pancreas,2
2013,National,Male,85+,Liver and intrahepatic bile ducts,1
2013,National,Male,85+,Leukaemia,1
2013,National,Male,85+,"Kidney, renal pelvis and ureter",1
2013,National,Male,85+,Colorectum,2
2014,Expatriate,Female,5-9,Leukaemia,1
2014,Expatriate,Female,10-14,Leukaemia,1
2014,Expatriate,Female,15-19,Leukaemia,1
2014,Expatriate,Female,20-24,"Trachea, bronchus and lung",1
2014,Expatriate,Female,20-24,Other Cancer,3
2014,Expatriate,Female,20-24,Leukaemia,1
2014,Expatriate,Female,25-29,"Lip, oral cavity",1
2014,Expatriate,Female,25-29,"Brain, nervous system",1
2014,Expatriate,Female,30-34,Ovary,1
2014,Expatriate,Female,30-34,Other Cancer,1
2014,Expatriate,Female,30-34,Colorectum,1
2014,Expatriate,Female,30-34,Breast,1
2014,Expatriate,Female,35-39,Ovary,1
2014,Expatriate,Female,35-39,Other pharynx,1
2014,Expatriate,Female,35-39,Breast,3
2014,Expatriate,Female,40-44,"Trachea, bronchus and lung",2
2014,Expatriate,Female,40-44,Other Cancer,1
2014,Expatriate,Female,40-44,Melanoma of skin,1
2014,Expatriate,Female,40-44,Leukaemia,2
2014,Expatriate,Female,40-44,Breast,3
2014,Expatriate,Female,45-49,"Trachea, bronchus and lung",1
2014,Expatriate,Female,45-49,Other Cancer,1
2014,Expatriate,Female,45-49,Larynx,1
2014,Expatriate,Female,45-49,Colorectum,2
2014,Expatriate,Female,45-49,Cervix uteri,1
2014,Expatriate,Female,45-49,Breast,3
2014,Expatriate,Female,50-54,Stomach,1
2014,Expatriate,Female,50-54,Pancreas,1
2014,Expatriate,Female,50-54,Colorectum,1
2014,Expatriate,Female,50-54,Breast,8
2014,Expatriate,Female,50-54,"Brain, nervous system",3
2014,Expatriate,Female,55-59,Thyroid,1
2014,Expatriate,Female,55-59,Pancreas,1
2014,Expatriate,Female,55-59,Ovary,1
2014,Expatriate,Female,55-59,Other Cancer,4
2014,Expatriate,Female,55-59,Melanoma of skin,1
2014,Expatriate,Female,55-59,Gallbladder and extrahepatic ducts,1
2014,Expatriate,Female,55-59,Colorectum,1
2014,Expatriate,Female,55-59,Breast,11
2014,Expatriate,Female,60-64,"Trachea, bronchus and lung",2
2014,Expatriate,Female,60-64,Stomach,1
2014,Expatriate,Female,60-64,Ovary,2
2014,Expatriate,Female,60-64,Other Cancer,1
2014,Expatriate,Female,60-64,Gallbladder and extrahepatic ducts,1
2014,Expatriate,Female,60-64,Breast,3
2014,Expatriate,Female,60-64,"Brain, nervous system",1
2014,Expatriate,Female,65-69,"Trachea, bronchus and lung",1
2014,Expatriate,Female,65-69,Pancreas,1
2014,Expatriate,Female,65-69,Ovary,1
2014,Expatriate,Female,65-69,Other Cancer,1
2014,Expatriate,Female,65-69,Lymphoma,1
2014,Expatriate,Female,65-69,Liver and intrahepatic bile ducts,1
2014,Expatriate,Female,65-69,Leukaemia,4
2014,Expatriate,Female,65-69,"Kidney, renal pelvis and ureter",1
2014,Expatriate,Female,65-69,Gallbladder and extrahepatic ducts,1
2014,Expatriate,Female,65-69,Corpus uteri,1
2014,Expatriate,Female,65-69,Colorectum,3
2014,Expatriate,Female,70-74,Stomach,1
2014,Expatriate,Female,70-74,Pancreas,2
2014,Expatriate,Female,70-74,Other Cancer,1
2014,Expatriate,Female,70-74,Liver and intrahepatic bile ducts,2
2014,Expatriate,Female,70-74,Leukaemia,1
2014,Expatriate,Female,70-74,Gallbladder and extrahepatic ducts,1
2014,Expatriate,Female,70-74,Cervix uteri,1
2014,Expatriate,Female,70-74,Breast,2
2014,Expatriate,Female,75-79,"Trachea, bronchus and lung",2
2014,Expatriate,Female,75-79,Pancreas,1
2014,Expatriate,Female,75-79,Other Cancer,2
2014,Expatriate,Female,75-79,Multiple myeloma,1
2014,Expatriate,Female,75-79,Liver and intrahepatic bile ducts,3
2014,Expatriate,Female,75-79,Leukaemia,1
2014,Expatriate,Female,75-79,Colorectum,1
2014,Expatriate,Female,80-84,Pancreas,1
2014,Expatriate,Female,80-84,Other pharynx,1
2014,Expatriate,Female,80-84,Lymphoma,1
2014,Expatriate,Female,80-84,Leukaemia,1
2014,Expatriate,Female,80-84,Breast,1
2014,Expatriate,Female,85+,Ovary,1
2014,Expatriate,Female,85+,Melanoma of skin,1
2014,Expatriate,Male,0-4,Leukaemia,1
2014,Expatriate,Male,5-9,Leukaemia,2
2014,Expatriate,Male,5-9,"Brain, nervous system",1
2014,Expatriate,Male,10-14,"Trachea, bronchus and lung",1
2014,Expatriate,Male,10-14,"Brain, nervous system",1
2014,Expatriate,Male,15-19,Leukaemia,1
2014,Expatriate,Male,15-19,"Brain, nervous system",1
2014,Expatriate,Male,20-24,Melanoma of skin,1
2014,Expatriate,Male,20-24,Liver and intrahepatic bile ducts,1
2014,Expatriate,Male,20-24,Leukaemia,1
2014,Expatriate,Male,25-29,Other Cancer,1
2014,Expatriate,Male,25-29,Leukaemia,2
2014,Expatriate,Male,25-29,"Brain, nervous system",1
2014,Expatriate,Male,30-34,"Trachea, bronchus and lung",2
2014,Expatriate,Male,30-34,Pancreas,1
2014,Expatriate,Male,30-34,Other pharynx,1
2014,Expatriate,Male,30-34,Other Cancer,1
2014,Expatriate,Male,30-34,Non-melanoma skin cancer,1
2014,Expatriate,Male,30-34,Leukaemia,2
2014,Expatriate,Male,35-39,"Trachea, bronchus and lung",1
2014,Expatriate,Male,35-39,Other Cancer,1
2014,Expatriate,Male,35-39,Liver and intrahepatic bile ducts,1
2014,Expatriate,Male,40-44,Other pharynx,1
2014,Expatriate,Male,40-44,Lymphoma,1
2014,Expatriate,Male,40-44,Leukaemia,1
2014,Expatriate,Male,40-44,Colorectum,1
2014,Expatriate,Male,40-44,"Brain, nervous system",2
2014,Expatriate,Male,40-44,Bladder,1
2014,Expatriate,Male,45-49,Stomach,1
2014,Expatriate,Male,45-49,Pancreas,1
2014,Expatriate,Male,45-49,Leukaemia,5
2014,Expatriate,Male,50-54,"Trachea, bronchus and lung",1
2014,Expatriate,Male,50-54,Testis,1
2014,Expatriate,Male,50-54,Stomach,2
2014,Expatriate,Male,50-54,Oesophagus,1
2014,Expatriate,Male,50-54,Nasopharynx,1
2014,Expatriate,Male,50-54,Lymphoma,2
2014,Expatriate,Male,50-54,Liver and intrahepatic bile ducts,1
2014,Expatriate,Male,50-54,Leukaemia,1
2014,Expatriate,Male,50-54,"Kidney, renal pelvis and ureter",1
2014,Expatriate,Male,50-54,"Brain, nervous system",1
2014,Expatriate,Male,55-59,"Trachea, bronchus and lung",2
2014,Expatriate,Male,55-59,Prostate,1
2014,Expatriate,Male,55-59,Pancreas,1
2014,Expatriate,Male,55-59,Other pharynx,1
2014,Expatriate,Male,55-59,Other Cancer,3
2014,Expatriate,Male,55-59,Lymphoma,1
2014,Expatriate,Male,55-59,Liver and intrahepatic bile ducts,1
2014,Expatriate,Male,55-59,Kaposi sarcoma,1
2014,Expatriate,Male,55-59,Colorectum,5
2014,Expatriate,Male,60-64,"Trachea, bronchus and lung",3
2014,Expatriate,Male,60-64,Prostate,1
2014,Expatriate,Male,60-64,Pancreas,1
2014,Expatriate,Male,60-64,Other Cancer,1
2014,Expatriate,Male,60-64,Oesophagus,1
2014,Expatriate,Male,60-64,Liver and intrahepatic bile ducts,1
2014,Expatriate,Male,60-64,"Lip, oral cavity",2
2014,Expatriate,Male,60-64,"Kidney, renal pelvis and ureter",1
2014,Expatriate,Male,60-64,Colorectum,3
2014,Expatriate,Male,60-64,"Brain, nervous system",1
2014,Expatriate,Male,60-64,Bladder,1
2014,Expatriate,Male,65-69,"Trachea, bronchus and lung",4
2014,Expatriate,Male,65-69,Prostate,2
2014,Expatriate,Male,65-69,Pancreas,2
2014,Expatriate,Male,65-69,Other Cancer,1
2014,Expatriate,Male,65-69,Oesophagus,1
2014,Expatriate,Male,65-69,Lymphoma,1
2014,Expatriate,Male,65-69,Liver and intrahepatic bile ducts,1
2014,Expatriate,Male,65-69,"Lip, oral cavity",1
2014,Expatriate,Male,65-69,Leukaemia,3
2014,Expatriate,Male,65-69,Larynx,1
2014,Expatriate,Male,65-69,Colorectum,4
2014,Expatriate,Male,65-69,Bladder,1
2014,Expatriate,Male,70-74,"Trachea, bronchus and lung",2
2014,Expatriate,Male,70-74,Stomach,2
2014,Expatriate,Male,70-74,Prostate,2
2014,Expatriate,Male,70-74,Other Cancer,2
2014,Expatriate,Male,70-74,Multiple myeloma,1
2014,Expatriate,Male,70-74,Liver and intrahepatic bile ducts,3
2014,Expatriate,Male,70-74,"Lip, oral cavity",1
2014,Expatriate,Male,70-74,Leukaemia,2
2014,Expatriate,Male,70-74,Bladder,1
2014,Expatriate,Male,75-79,"Trachea, bronchus and lung",1
2014,Expatriate,Male,75-79,Prostate,1
2014,Expatriate,Male,75-79,Pancreas,1
2014,Expatriate,Male,75-79,Multiple myeloma,1
2014,Expatriate,Male,75-79,Liver and intrahepatic bile ducts,4
2014,Expatriate,Male,75-79,Larynx,2
2014,Expatriate,Male,75-79,"Brain, nervous system",1
2014,Expatriate,Male,80-84,Multiple myeloma,1
2014,Expatriate,Male,80-84,Lymphoma,1
2014,Expatriate,Male,80-84,Colorectum,1
2014,Expatriate,Male,85+,Other Cancer,2
2014,Expatriate,Male,85+,Multiple myeloma,1
2014,Expatriate,Male,85+,Liver and intrahepatic bile ducts,1
2014,Expatriate,Male,85+,Gallbladder and extrahepatic ducts,1
2014,Expatriate,Male,85+,Colorectum,1
2014,NA,Male,80-84,"Trachea, bronchus and lung",1
2014,National,Female,0-4,Leukaemia,1
2014,National,Female,5-9,Other Cancer,1
2014,National,Female,25-29,Leukaemia,1
2014,National,Female,30-34,Stomach,1
2014,National,Female,30-34,Breast,2
2014,National,Female,35-39,Colorectum,2
2014,National,Female,40-44,Colorectum,1
2014,National,Female,40-44,Cervix uteri,1
2014,National,Female,45-49,Stomach,1
2014,National,Female,45-49,Other Cancer,1
2014,National,Female,45-49,Gallbladder and extrahepatic ducts,1
2014,National,Female,45-49,Cervix uteri,1
2014,National,Female,45-49,Breast,1
2014,National,Female,50-54,Stomach,1
2014,National,Female,50-54,Leukaemia,1
2014,National,Female,50-54,Colorectum,1
2014,National,Female,50-54,Cervix uteri,1
2014,National,Female,50-54,Breast,1
2014,National,Female,55-59,Stomach,1
2014,National,Female,55-59,Cervix uteri,1
2014,National,Female,55-59,Breast,3
2014,National,Female,60-64,"Trachea, bronchus and lung",1
2014,National,Female,60-64,Pancreas,2
2014,National,Female,60-64,Other Cancer,1
2014,National,Female,60-64,Liver and intrahepatic bile ducts,2
2014,National,Female,60-64,Colorectum,1
2014,National,Female,65-69,"Trachea, bronchus and lung",1
2014,National,Female,65-69,Stomach,1
2014,National,Female,65-69,Pancreas,1
2014,National,Female,65-69,Liver and intrahepatic bile ducts,2
2014,National,Female,65-69,Gallbladder and extrahepatic ducts,1
2014,National,Female,65-69,Corpus uteri,1
2014,National,Female,65-69,Colorectum,1
2014,National,Female,65-69,Breast,1
2014,National,Female,70-74,Colorectum,1
2014,National,Female,70-74,Breast,1
2014,National,Female,75-79,Ovary,1
2014,National,Female,75-79,Other Cancer,1
2014,National,Female,75-79,Gallbladder and extrahepatic ducts,1
2014,National,Female,75-79,Cervix uteri,1
2014,National,Female,80-84,Stomach,1
2014,National,Female,80-84,Multiple myeloma,1
2014,National,Female,80-84,Colorectum,1
2014,National,Female,80-84,Breast,1
2014,National,Female,85+,Other Cancer,2
2014,National,Female,85+,Bladder,1
2014,National,Male,0-4,Other Cancer,1
2014,National,Male,0-4,Leukaemia,1
2014,National,Male,5-9,Lymphoma,1
2014,National,Male,5-9,"Brain, nervous system",1
2014,National,Male,10-14,Lymphoma,1
2014,National,Male,10-14,"Brain, nervous system",1
2014,National,Male,15-19,Testis,1
2014,National,Male,25-29,"Trachea, bronchus and lung",1
2014,National,Male,30-34,Lymphoma,1
2014,National,Male,30-34,Leukaemia,1
2014,National,Male,35-39,Leukaemia,1
2014,National,Male,40-44,"Trachea, bronchus and lung",1
2014,National,Male,40-44,Stomach,1
2014,National,Male,40-44,Lymphoma,1
2014,National,Male,40-44,Leukaemia,1
2014,National,Male,40-44,Colorectum,1
2014,National,Male,50-54,Pancreas,1
2014,National,Male,50-54,Oesophagus,1
2014,National,Male,50-54,Leukaemia,1
2014,National,Male,50-54,Colorectum,2
2014,National,Male,55-59,"Trachea, bronchus and lung",2
2014,National,Male,55-59,Liver and intrahepatic bile ducts,3
2014,National,Male,55-59,"Brain, nervous system",1
2014,National,Male,60-64,Stomach,1
2014,National,Male,60-64,Melanoma of skin,1
2014,National,Male,60-64,Lymphoma,1
2014,National,Male,60-64,Gallbladder and extrahepatic ducts,1
2014,National,Male,60-64,Colorectum,1
2014,National,Male,60-64,Bladder,1
2014,National,Male,65-69,"Trachea, bronchus and lung",2
2014,National,Male,65-69,Testis,1
2014,National,Male,65-69,Stomach,1
2014,National,Male,65-69,Prostate,1
2014,National,Male,65-69,Multiple myeloma,1
2014,National,Male,65-69,Liver and intrahepatic bile ducts,2
2014,National,Male,65-69,Gallbladder and extrahepatic ducts,2
2014,National,Male,65-69,"Brain, nervous system",1
2014,National,Male,70-74,"Trachea, bronchus and lung",7
2014,National,Male,70-74,Stomach,2
2014,National,Male,70-74,Pancreas,1
2014,National,Male,70-74,Lymphoma,1
2014,National,Male,70-74,Leukaemia,2
2014,National,Male,70-74,Gallbladder and extrahepatic ducts,2
2014,National,Male,70-74,"Brain, nervous system",2
2014,National,Male,70-74,Bladder,1
2014,National,Male,75-79,"Trachea, bronchus and lung",1
2014,National,Male,75-79,Stomach,2
2014,National,Male,75-79,Prostate,2
2014,National,Male,75-79,Pancreas,1
2014,National,Male,75-79,Other Cancer,1
2014,National,Male,75-79,Lymphoma,1
2014,National,Male,75-79,"Kidney, renal pelvis and ureter",1
2014,National,Male,80-84,"Trachea, bronchus and lung",3
2014,National,Male,80-84,Lymphoma,3
2014,National,Male,80-84,Liver and intrahepatic bile ducts,1
2014,National,Male,80-84,Leukaemia,2
2014,National,Male,85+,"Trachea, bronchus and lung",1
2015,Expatriate,Female,0-4,Liver and intrahepatic bile ducts,1
2015,Expatriate,Female,0-4,Leukaemia,1
2015,Expatriate,Female,5-9,Other Cancer,2
2015,Expatriate,Female,5-9,Leukaemia,1
2015,Expatriate,Female,10-14,Leukaemia,1
2015,Expatriate,Female,10-14,"Brain, nervous system",1
2015,Expatriate,Female,15-19,Leukaemia,1
2015,Expatriate,Female,15-19,"Brain, nervous system",1
2015,Expatriate,Female,20-24,Other Cancer,2
2015,Expatriate,Female,25-29,Stomach,1
2015,Expatriate,Female,30-34,Leukaemia,1
2015,Expatriate,Female,30-34,Breast,1
2015,Expatriate,Female,30-34,"Brain, nervous system",1
2015,Expatriate,Female,35-39,Other Cancer,1
2015,Expatriate,Female,35-39,Gallbladder and extrahepatic ducts,1
2015,Expatriate,Female,35-39,Cervix uteri,1
2015,Expatriate,Female,35-39,Breast,2
2015,Expatriate,Female,35-39,"Brain, nervous system",1
2015,Expatriate,Female,40-44,Ovary,1
2015,Expatriate,Female,40-44,Leukaemia,1
2015,Expatriate,Female,40-44,Colorectum,1
2015,Expatriate,Female,40-44,Breast,3
2015,Expatriate,Female,45-49,"Trachea, bronchus and lung",1
2015,Expatriate,Female,45-49,Ovary,1
2015,Expatriate,Female,45-49,Liver and intrahepatic bile ducts,1
2015,Expatriate,Female,45-49,Leukaemia,1
2015,Expatriate,Female,45-49,Gallbladder and extrahepatic ducts,1
2015,Expatriate,Female,45-49,Colorectum,1
2015,Expatriate,Female,45-49,Cervix uteri,3
2015,Expatriate,Female,45-49,Breast,2
