Year,Nationality,Gender,Cancer Site,Incidents
2016,Nationals,Female,Leukemia,12
2016,Nationals,Female,Larynx,1
2016,Nationals,Female,Kidney And Renal Pelvis,7
2016,Nationals,Female,Hodgkin'S Lymphoma,4
2016,Nationals,Female,Gallbladder And Other Unspecified Parts Of Biliary Tract,1
2016,Nationals,Female,Connective And Soft Tissue,2
2016,Nationals,Female,Colorectum,23
2016,Nationals,Female,Cervix Uteri,14
2016,Nationals,Female,Bronchus And Lung,5
2016,Nationals,Female,Breast,72
2016,Nationals,Female,Brain And Other Cns,3
2016,Nationals,Female,Bone And Cartilage,1
2016,Nationals,Female,Bladder,1
2016,Nationals,Male,Unknown And Ill Defined Sites,4
2016,Nationals,Male,Tongue,1
2016,Nationals,Male,Thyroid Gland,10
2016,Nationals,Male,Testis,1
2016,Nationals,Male,Stomach,11
2016,Nationals,Male,Skin,4
2016,Nationals,Male,Prostate Gland,27
2016,Nationals,Male,Pharynx,4
2016,Nationals,Male,Pancreas,7
2016,Nationals,Male,Other Endocrine Glands,1
2016,Nationals,Male,Non-Hodgkin'S Lymphoma,13
2016,Nationals,Male,Myelodysplastic Syndrome,1
2016,Nationals,Male,Multiple Myeloma,6
2016,Nationals,Male,Mouth,5
2016,Nationals,Male,Melanoma Of Skin,1
2016,Nationals,Male,Liver,10
2016,Nationals,Male,Leukemia,11
2016,Nationals,Male,Larynx,3
2016,Nationals,Male,Kidney And Renal Pelvis,8
2016,Nationals,Male,Hodgkin'S Lymphoma,12
2016,Nationals,Male,Gallbladder And Other Unspecified Parts Of Biliary Tract,2
2016,Nationals,Male,Eye,1
2016,Nationals,Male,Esophagus,2
2016,Nationals,Male,Connective And Soft Tissue,3
2016,Nationals,Male,Colorectum,25
2016,Nationals,Male,Bronchus And Lung,15
2016,Nationals,Male,Breast,1
2016,Nationals,Male,Brain And Other Cns,9
2016,Nationals,Male,Bladder,10
2017,Expatriates,Female,Without Specification Of Site,8
2017,Expatriates,Female,Vulva,2
2017,Expatriates,Female,Vagina,2
2017,Expatriates,Female,"Uterus, Part Unspecified",2
2017,Expatriates,Female,Tongue,5
2017,Expatriates,Female,Thyroid Gland,122
2017,Expatriates,Female,Thymus,1
2017,Expatriates,Female,Stomach,8
2017,Expatriates,Female,Small Intestine,1
2017,Expatriates,Female,Skin,15
2017,Expatriates,Female,Retroperitoneum And Peritoneum,4
2017,Expatriates,Female,Rectum,12
2017,Expatriates,Female,Rectosigmoid Junction,3
2017,Expatriates,Female,Peripheral,6
2017,Expatriates,Female,Pancreas,6
2017,Expatriates,Female,Palate,1
2017,Expatriates,Female,Ovary,28
2017,Expatriates,Female,Oesophagus,3
2017,Expatriates,Female,Non-Hodgkin Lymphoma,4
2017,Expatriates,Female,Nasopharynx,6
2017,Expatriates,Female,Myeloid Leukaemia,19
2017,Expatriates,Female,Multiple Myeloma And Malignant Plasma Cell Neoplasms,7
2017,Expatriates,Female,Mouth,3
2017,Expatriates,Female,Lymphoid Leukaemia,12
2017,Expatriates,Female,Liver And Intrahepatic Bile Ducts,8
2017,Expatriates,Female,Leukaemia,1
2017,Expatriates,Female,Larynx,1
2017,Expatriates,Female,"Kidney, Except Renal Pelvis",19
2017,Expatriates,Female,Hodgkin'S Disease,9
2017,Expatriates,Female,"Heart, Mediastinum And Pleura",3
2017,Expatriates,Female,Gallbladder,3
2017,Expatriates,Female,Follicular-Non-Hodgkin'S Lymphoma,6
2017,Expatriates,Female,Female Genital Organs,2
2017,Expatriates,Female,Diffuse,9
2017,Expatriates,Female,Corpus Uteri,42
2017,Expatriates,Female,Connective And Soft Tissue,14
2017,Expatriates,Female,Colon,34
2017,Expatriates,Female,Cervix Uteri,42
2017,Expatriates,Female,Bronchus And Lung,20
2017,Expatriates,Female,Breast,295
2017,Expatriates,Female,Brain,15
2017,Expatriates,Female,Bone,4
2017,Expatriates,Female,Bladder,3
2017,Expatriates,Female,Biliary Tract,3
2017,Expatriates,Female,Anus And Anal Canal,1
2017,Expatriates,Female,Adrenal Gland,1
2017,Expatriates,Male,Without Specification Of Site,6
2017,Expatriates,Male,Urinary Organs,2
2017,Expatriates,Male,Ureter,2
2017,Expatriates,Male,Tonsil,1
2017,Expatriates,Male,Tongue,16
2017,Expatriates,Male,Thyroid Gland,57
2017,Expatriates,Male,Thymus,1
2017,Expatriates,Male,Testis,19
2017,Expatriates,Male,Stomach,28
2017,Expatriates,Male,Spinal,2
2017,Expatriates,Male,Small Intestine,6
2017,Expatriates,Male,Skin,36
2017,Expatriates,Male,Salivary Glands,1
2017,Expatriates,Male,Retroperitoneum And Peritoneum,4
2017,Expatriates,Male,Rectum,28
2017,Expatriates,Male,Rectosigmoid Junction,7
2017,Expatriates,Male,Prostate,64
2017,Expatriates,Male,Peripheral,6
2017,Expatriates,Male,Parotid Gland,4
2017,Expatriates,Male,Pancreas,19
2017,Expatriates,Male,Palate,1
2017,Expatriates,Male,Other And Ill-Defined Sites,2
2017,Expatriates,Male,Oropharynx,2
2017,Expatriates,Male,Oesophagus,10
2017,Expatriates,Male,Non-Hodgkin Lymphoma,12
2017,Expatriates,Male,Nasopharynx,15
2017,Expatriates,Male,Nasal Cavity And Middle Ear,2
2017,Expatriates,Male,Myeloid Leukaemia,26
2017,Expatriates,Male,Myelodysplastic syndromes,3
2017,Expatriates,Male,Multiple Myeloma And Malignant Plasma Cell Neoplasms,12
2017,Expatriates,Male,Multiple myeloma,6
2017,Expatriates,Male,Mouth,18
2017,Expatriates,Male,Monocytic Leukaemia,2
2017,Expatriates,Male,Mesothelioma,2
2017,Expatriates,Male,Lymphoid Leukaemia,22
2017,Expatriates,Male,Liver And Intrahepatic Bile Ducts,13
2017,Expatriates,Male,Leukaemia,5
2017,Expatriates,Male,Larynx,8
2017,Expatriates,Male,"Kidney, Except Renal Pelvis",31
2017,Expatriates,Male,Kaposi'S Sarcoma,2
2017,Expatriates,Male,Hypopharynx,1
2017,Expatriates,Male,Hodgkin'S Disease,14
2017,Expatriates,Male,"Heart, Mediastinum And Pleura",4
2017,Expatriates,Male,Gum,2
2017,Expatriates,Male,Gallbladder,2
2017,Expatriates,Male,Follicular-Non-Hodgkin'S Lymphoma,11
2017,Expatriates,Male,Endocrine Gland,2
2017,Expatriates,Male,Diffuse,31
2017,Expatriates,Male,Connective And Soft Tissue,15
2017,Expatriates,Male,Colon,63
2017,Expatriates,Male,Bronchus And Lung,52
2017,Expatriates,Male,Breast,4
2017,Expatriates,Male,Brain,26
2017,Expatriates,Male,Bone,6
2017,Expatriates,Male,Bladder,38
2017,Expatriates,Male,Biliary Tract,8
2017,Expatriates,Male,Adrenal Gland,2
2017,Expatriates,Male,Accessory Sinuses,2
2017,NA,Female,Thyroid Gland,4
2017,NA,Female,Skin,6
2017,NA,Female,Parotid Gland,1
2017,NA,Female,Corpus Uteri,3
2017,NA,Female,Cervix Uteri,2
2017,NA,Female,Breast,10
2017,NA,Female,Bone,1
2017,NA,Female,Bladder,1
2017,NA,Male,Tonsil,1
2017,NA,Male,Tongue,2
2017,NA,Male,Thyroid Gland,4
2017,NA,Male,Stomach,1
2017,NA,Male,Skin,11
2017,NA,Male,Rectum,5
2017,NA,Male,Rectosigmoid Junction,1
2017,NA,Male,Prostate,5
2017,NA,Male,Palate,1
2017,NA,Male,Other And Ill-Defined Sites,1
2017,NA,Male,Oesophagus,1
2017,NA,Male,Non-Hodgkin Lymphoma,1
2017,NA,Male,Multiple Myeloma And Malignant Plasma Cell Neoplasms,1
2017,NA,Male,Liver And Intrahepatic Bile Ducts,1
2017,NA,Male,Hodgkin'S Disease,2
2017,NA,Male,Endocrine Gland,1
2017,NA,Male,Diffuse,1
2017,NA,Male,Colon,3
2017,NA,Male,Bladder,4
2017,Nationals,Female,Without Specification Of Site,2
2017,Nationals,Female,"Uterus, Part Unspecified",4
2017,Nationals,Female,Trachea,1
2017,Nationals,Female,Tongue,3
2017,Nationals,Female,Thyroid Gland,85
2017,Nationals,Female,Stomach,9
2017,Nationals,Female,Small Intestine,3
2017,Nationals,Female,Skin,8
2017,Nationals,Female,Retroperitoneum And Peritoneum,2
2017,Nationals,Female,Rectum,6
2017,Nationals,Female,Rectosigmoid Junction,2
2017,Nationals,Female,Peripheral,1
2017,Nationals,Female,Pancreas,6
2017,Nationals,Female,Ovary,11
2017,Nationals,Female,Oesophagus,4
2017,Nationals,Female,Non-Hodgkin Lymphoma,2
2017,Nationals,Female,Nasopharynx,2
2017,Nationals,Female,Myeloid Leukaemia,9
2017,Nationals,Female,Multiple Myeloma And Malignant Plasma Cell Neoplasms,2
2017,Nationals,Female,Mouth,2
2017,Nationals,Female,Monocytic Leukaemia,1
2017,Nationals,Female,Malignant neoplasm of placenta,3
2017,Nationals,Female,Lymphoid Leukaemia,7
2017,Nationals,Female,Liver And Intrahepatic Bile Ducts,3
2017,Nationals,Female,Leukaemia,2
2017,Nationals,Female,"Kidney, Except Renal Pelvis",8
2017,Nationals,Female,Hodgkin'S Disease,8
2017,Nationals,Female,"Heart, Mediastinum And Pleura",1
2017,Nationals,Female,Gallbladder,1
2017,Nationals,Female,Follicular-Non-Hodgkin'S Lymphoma,6
2017,Nationals,Female,Female Genital Organs,1
2017,Nationals,Female,Eye And Adnexa,2
2017,Nationals,Female,Diffuse,11
2017,Nationals,Female,Corpus Uteri,30
2017,Nationals,Female,Connective And Soft Tissue,3
2017,Nationals,Female,Colon,22
2017,Nationals,Female,Cervix Uteri,10
2017,Nationals,Female,Bronchus And Lung,3
2017,Nationals,Female,Breast,120
2017,Nationals,Female,Brain,3
2017,Nationals,Female,Bone,1
2017,Nationals,Female,Bladder,3
2017,Nationals,Female,Biliary Tract,1
2017,Nationals,Female,Accessory Sinuses,1
2017,Nationals,Male,Without Specification Of Site,6
2017,Nationals,Male,Tongue,6
2017,Nationals,Male,Thyroid Gland,15
2017,Nationals,Male,Testis,11
2017,Nationals,Male,Stomach,6
2017,Nationals,Male,Small Intestine,1
2017,Nationals,Male,Skin,6
2017,Nationals,Male,Retroperitoneum And Peritoneum,4
2017,Nationals,Male,Rectum,8
2017,Nationals,Male,Rectosigmoid Junction,5
2017,Nationals,Male,Prostate,32
2017,Nationals,Male,Piriform Sinus,1
2017,Nationals,Male,Peripheral,1
2017,Nationals,Male,Parotid Gland,1
2017,Nationals,Male,Pancreas,10
2017,Nationals,Male,Oropharynx,1
2017,Nationals,Male,Oesophagus,3
2017,Nationals,Male,Nasopharynx,2
2017,Nationals,Male,Myeloid Leukaemia,12
2017,Nationals,Male,Multiple Myeloma And Malignant Plasma Cell Neoplasms,6
2017,Nationals,Male,Multiple myeloma,1
2017,Nationals,Male,Mesothelioma,1
2017,Nationals,Male,Lymphoid Leukaemia,7
2017,Nationals,Male,Liver And Intrahepatic Bile Ducts,11
2017,Nationals,Male,Leukaemia,1
2017,Nationals,Male,Larynx,3
2017,Nationals,Male,"Kidney, Except Renal Pelvis",14
2017,Nationals,Male,Kaposi'S Sarcoma,1
2017,Nationals,Male,Hodgkin'S Disease,10
2017,Nationals,Male,"Heart, Mediastinum And Pleura",1
2017,Nationals,Male,Gum,1
2017,Nationals,Male,Follicular-Non-Hodgkin'S Lymphoma,3
2017,Nationals,Male,Diffuse,8
2017,Nationals,Male,Connective And Soft Tissue,5
2017,Nationals,Male,Colon,20
2017,Nationals,Male,Bronchus And Lung,20
2017,Nationals,Male,Brain,3
2017,Nationals,Male,Bladder,10
2017,Nationals,Male,Biliary Tract,1
2017,Nationals,Male,Adrenal Gland,1
